,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value,SpG,TotGs,OOGBs,SYBGs,PAGs,TotSh,SYBSh,PASh,OOBSh,TotDrib,UnDrib,SucDrib,UnTch,Dispo,TotAD,WonAD,LostAD,TotTkl,DribPast,AttTkl,Intercpt,Fouled,Fouls,COF,Clr,BlkSh,BlkCr,BlkPs,TotSav,OOBSav,SYBSav,PASav,TotPs,AccLB,InAccLB,AccSP,InAccSP,TotKPs,LKPs,SKPs,TotAss,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss
49,Jules Koundé,FC Barcelona,Laliga,26 years old (12-11-1998),"1,80m",France,"Defender (Centre, Right)",Right-Back,right,29(3),2606.0,2,3,4,-,88.6,0.9,3,6.89,"Jun 30, 2027",€60.00m,0.6,0.1,-,-,-,0.6,0.1,0.1,0.4,1.6,0.9,0.7,1.3,0.4,1.7,0.9,0.8,2,0.7,2.7,0.6,0.6,0.7,0.2,1.8,0.2,0.3,0.9,-,-,-,-,56.4,1.7,1.5,48.4,4.9,1,0.1,0.9,0.1,-,-,-,-,-,0.1
50,José Gayà,Valencia CF,Laliga,29 years old (25-05-1995),"1,72m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,18(1),1487.0,-,1,6,-,81.2,0.5,-,6.88,"Jun 30, 2027",€15.00m,0.6,-,-,-,-,0.6,0.3,0.1,0.2,0.9,0.6,0.3,0.7,0.2,1,0.5,0.5,2.6,0.8,3.4,1.1,0.6,1.4,0.1,2.5,0.1,0.2,0.6,-,-,-,-,32.7,1.8,2.3,24.7,3.9,1.2,0.4,0.8,0.1,0.1,-,-,-,-,-
51,Juan Musso,Atlético de Madrid,Laliga,30 years old (06-05-1994),"1,91m",Argentina,Goalkeeper,Goalkeeper,right,1,90.0,-,-,-,-,78.3,1,-,6.88,"Jun 30, 2025",€4.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,23,1,5,17,-,-,-,-,-,-,-,-,-,-,-
52,Dani Vivian,Athletic Bilbao,Laliga,25 years old (05-07-1999),"1,84m",Spain,Defender (Centre),Centre-Back,right,24(3),2217.0,3,-,3,-,87.4,1.3,2,6.88,"Jun 30, 2032",€40.00m,0.6,0.1,-,0.1,-,0.6,0.1,-,0.4,0.5,0.2,0.3,0.6,0.4,2.3,1.3,1.1,1.4,0.3,1.7,1.3,0.5,1,-,4.1,0.3,0.1,0.5,-,-,-,-,55,3.8,3.4,44.3,3.5,0.4,-,0.4,-,-,-,-,-,-,-
53,Lucas Torró,CA Osasuna,Laliga,30 years old (19-07-1994),"1,90m",Spain,Defensive Midfielder (C),Defensive Midfield,right,30,2560.0,3,-,10,-,76.5,5,1,6.88,"Jun 30, 2027",€3.50m,0.8,0.1,-,0.1,-,0.8,0.3,0.1,0.4,0.2,0.1,0.2,1.3,0.7,6.8,5,1.8,2.2,0.9,3,1.4,1.2,2.4,-,1.8,0.3,-,0.8,-,-,-,-,40.5,2.2,2.6,28.8,7,0.3,-,0.3,-,-,-,-,-,-,-
54,Antonio Raíllo,RCD Mallorca,Laliga,33 years old (08-10-1991),"1,87m",Spain,Defender (Centre),Centre-Back,,31,2759.0,2,-,5,1,88.5,3.6,2,6.87,"Jun 30, 2026",€2.00m,1,0.1,-,-,-,1,0.1,0.1,0.9,0.1,-,0.1,0.2,0.2,6.1,3.6,2.5,0.9,0.1,1,0.9,0.3,1.4,0.1,6,1,-,0.3,-,-,-,-,47.3,2.3,2.1,39.5,3.4,0.4,-,0.4,-,-,-,-,-,-,-
55,Diego Llorente,Real Betis Balompié,Laliga,31 years old (16-08-1993),"1,86m",Spain,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,29(1),2522.0,2,-,4,-,86.9,2.6,1,6.87,"Jun 30, 2028",€6.00m,0.4,0.1,-,-,-,0.4,-,0.1,0.3,0.3,0.1,0.2,0.4,0.1,4.1,2.6,1.5,1.2,0.4,1.6,1.4,0.8,0.7,-,5.1,0.7,0.1,0.3,-,-,-,-,52.9,2.9,3.9,43,3.1,0.2,0.1,0.1,-,-,-,-,-,-,-
56,Fábio Silva,UD Las Palmas,Laliga,22 years old (19-07-2002),"1,85m",Portugal,"Attacking Midfielder (Left), Forward",Centre-Forward,right,22(2),1877.0,10,3,7,-,68.6,2.2,2,6.87,"Jun 30, 2025",€20.00m,2,0.4,0.1,0.3,-,2,0.2,0.2,1.7,2.2,1.3,0.9,2.4,1.3,4.4,2.2,2.3,0.5,0.4,0.9,0.2,1.8,1.6,0.8,1.1,-,-,0.5,-,-,-,-,18.3,0.4,0.3,12.2,5.5,0.7,-,0.7,0.1,-,-,-,-,-,0.1
57,Luis Milla,Getafe CF,Laliga,30 years old (07-10-1994),"1,75m",Spain,Midfielder (Centre),Central Midfield,right,28(1),2518.0,1,4,4,-,81.7,1,2,6.85,"Jun 30, 2027",€3.50m,1.1,-,-,-,-,1.1,0.9,-,0.1,1.3,0.6,0.7,1.6,0.5,2.3,1,1.3,1.8,1.1,2.9,0.7,1.4,1.2,-,0.9,-,-,0.8,-,-,-,-,41.6,2.7,2.7,31.2,4.9,2.1,0.6,1.5,0.1,0.1,-,-,-,-,-
58,Martín Zubimendi,Real Sociedad,Laliga,26 years old (02-02-1999),"1,81m",Spain,Defensive Midfielder (C),Defensive Midfield,right,29(2),2600.0,2,1,5,-,84.4,1.5,1,6.85,"Jun 30, 2027",€60.00m,0.6,0.1,-,0.1,-,0.6,0.2,-,0.4,0.9,0.3,0.6,1.1,0.5,2.5,1.5,1,2.1,0.5,2.6,1.2,0.6,1.2,-,2.3,0.5,-,0.7,-,-,-,-,49.8,2.8,2.3,39.2,5.5,0.5,-,0.5,-,-,-,-,-,-,-
59,Arnaut Danjuma,Girona FC,Laliga,28 years old (31-01-1997),"1,78m",Netherlands,"Attacking Midfielder (Left), Forward",Left Winger,right,3,203.0,2,-,1,-,76.7,0.7,-,6.84,"Jun 30, 2025",€5.00m,2,0.7,-,0.7,-,2,-,-,2,1.3,1.3,-,1,-,0.7,0.7,-,0.7,0.3,1,-,0.3,0.3,1,-,-,-,0.3,-,-,-,-,10,0.3,0.3,7.3,2,0.3,0.3,-,-,-,-,-,-,-,-
60,Nahuel Tenaglia,Deportivo Alavés,Laliga,29 years old (21-02-1996),"1,81m",Argentina,"Defender (Centre, Right)",Right-Back,right,29,2546.0,2,1,11,-,74.8,1.4,2,6.84,"Jun 30, 2027",€3.00m,0.8,0.1,-,0.1,-,0.8,0.2,0.1,0.5,1.1,0.6,0.6,1.1,0.4,3,1.4,1.6,2.9,1,3.9,1.2,1.4,1.1,0.1,3.4,0.2,0.3,0.7,-,-,-,-,29.2,1.6,2.6,20.2,4.7,0.6,0.1,0.4,-,-,-,-,-,-,-
61,Nabil Fekir,Real Betis Balompié,Laliga,31 years old (18-07-1993),173cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",,,2,180.0,-,1,-,-,86.1,-,1,6.84,,,3.5,-,-,-,-,3.5,2.5,-,1,2.5,2.5,-,2,3,1,-,1,1.5,0.5,2,-,3.5,1.5,-,-,-,-,1,-,-,-,-,36,1,-,30,5,3,0.5,2.5,0.5,0.5,0.5,-,-,-,-
62,Unai Marrero,Real Sociedad,Laliga,23 years old (09-10-2001),"1,89m",Spain,Goalkeeper,Goalkeeper,right,1,90.0,-,-,-,-,70.8,-,-,6.84,"Jun 30, 2027",€600k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,3,-,3,-,24,5,6,12,1,-,-,-,-,-,-,-,-,-,-
63,Alex Berenguer,Athletic Bilbao,Laliga,29 years old (04-07-1995),"1,75m",Spain,"Defender (Left, Right), Midfielder (Centre, Left, Right), Forward",Left Winger,right,24(8),1994.0,5,7,4,-,78.5,0.7,1,6.84,"Jun 30, 2027",€12.00m,1.5,0.2,-,0.1,-,1.5,0.6,0.1,0.8,2.2,1.3,0.9,1.4,1.2,2.1,0.7,1.4,0.9,0.3,1.2,0.3,0.8,0.8,0.1,0.4,0.1,0.1,0.5,-,-,-,-,20.5,0.6,0.8,15.6,3.6,1.3,0.3,1,0.2,0.1,-,-,-,-,0.1
64,Omar El Hilali,RCD Espanyol Barcelona,Laliga,21 years old (12-09-2003),"1,83m",Morocco,Defender (Right),Right-Back,right,32,2831.0,-,2,9,-,80.5,1.1,1,6.84,"Jun 30, 2027",€10.00m,0.1,-,-,-,-,0.1,0.1,-,-,0.8,0.4,0.4,0.5,0.2,1.9,1.1,0.8,3.3,0.9,4.3,1.4,0.8,1.5,0.1,3.9,0.4,0.5,1.1,-,-,-,-,34.6,2.5,3.1,25.4,3.6,0.3,-,0.2,0.1,0.1,-,-,-,-,-
65,Gerard Moreno,Villarreal CF,Laliga,33 years old (07-04-1992),"1,80m",Spain,"Attacking Midfielder (Centre, Right), Forward",Centre-Forward,left,6(8),649.0,3,1,-,-,78.8,1.1,-,6.84,"Jun 30, 2027",€5.00m,1.9,0.2,-,0.2,-,1.9,0.4,-,1.4,1.7,0.8,0.9,1.1,0.6,1.4,1.1,0.3,0.5,0.6,1.1,0.1,0.6,0.7,0.1,0.4,-,0.1,-,-,-,-,-,18.2,1.3,0.6,13.1,3.3,1.1,0.1,1,0.1,-,-,-,-,-,0.1
66,Rubén García,CA Osasuna,Laliga,31 years old (14-07-1993),"1,72m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,left,26(6),2152.0,4,5,2,-,79.4,0.8,2,6.84,"Jun 30, 2026",€2.00m,0.7,0.1,0.1,-,0.1,0.7,0.1,0.1,0.5,1,0.7,0.3,1.1,0.6,2,0.8,1.2,1.4,0.8,2.2,0.4,0.9,1,0.3,0.8,0.1,0.2,0.9,-,-,-,-,28.9,1.8,0.9,21.2,5.1,1.3,0.4,0.8,0.2,0.1,-,-,-,-,0.1
67,Leandro Cabrera,RCD Espanyol Barcelona,Laliga,33 years old (17-06-1991),"1,90m",Uruguay,"Defender (Centre, Left)",Centre-Back,left,28(1),2521.0,3,2,3,-,76.7,2.4,2,6.83,"Jun 30, 2025",€1.00m,0.6,0.1,-,0.1,-,0.6,0.1,-,0.5,-,-,-,0.3,-,3.9,2.4,1.5,1.2,0.4,1.6,1,0.2,0.7,-,6.1,0.8,0.1,0.3,-,-,-,-,43.3,3.7,5.7,29.5,4.4,0.3,0.1,0.2,0.1,-,-,-,-,-,0.1
68,Yangel Herrera,Girona FC,Laliga,27 years old (07-01-1998),"1,84m",Venezuela,Midfielder (Centre),Central Midfield,right,23(2),1927.0,4,3,9,1,84.2,1.8,4,6.83,"Jun 30, 2027",€20.00m,1.3,0.2,-,0.2,-,1.3,0.4,0.1,0.9,1.7,1,0.7,1.8,1.2,3.4,1.8,1.6,2.2,1,3.2,1.1,2.4,2.4,0.2,1.6,0.1,-,0.6,-,-,-,-,35.4,1.2,1.2,28.6,4.4,0.7,-,0.6,0.1,-,-,-,-,-,0.1
69,Sergio Gómez,Real Sociedad,Laliga,24 years old (04-09-2000),"1,71m",Spain,"Defender (Left), Midfielder (Centre, Left, Right)",Right Winger,left,28(4),2484.0,2,5,4,-,84.6,0.4,2,6.81,"Jun 30, 2030",€20.00m,0.5,0.1,-,-,-,0.5,0.4,-,0.1,1.5,0.8,0.7,1.3,0.4,1.1,0.4,0.7,2,0.8,2.8,0.5,0.4,0.9,0.3,0.6,0.1,0.2,1.2,-,-,-,-,33.7,1.2,1.3,27.3,3.9,1.5,0.6,0.9,0.2,0.1,-,-,-,-,0.1
70,Thibaut Courtois,Real Madrid,Laliga,32 years old (11-05-1992),"2,00m",Belgium,Goalkeeper,Goalkeeper,left,27,2430.0,-,-,1,-,80.9,0.3,1,6.81,"Jun 30, 2026",€25.00m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,0.8,-,-,-,2.4,0.2,1.4,0.9,29,2.7,5.3,20.8,0.3,-,-,-,-,-,-,-,-,-,-
71,Urko González,RCD Espanyol Barcelona,Laliga,24 years old (20-03-2001),"1,89m",Spain,Defensive Midfielder (C),Defensive Midfield,right,11(1),951.0,-,1,1,-,77.1,1.3,-,6.81,"Jun 30, 2025",€1.50m,-,-,-,-,-,-,-,-,-,1,0.7,0.3,1.3,0.7,2.3,1.3,1,2.8,0.8,3.5,0.6,0.8,0.9,-,2.2,0.7,0.3,1,-,-,-,-,23.7,1.3,0.8,16.9,4.7,0.5,-,0.5,0.1,-,-,-,-,-,0.1
72,Abdul Mumin,Rayo Vallecano,Laliga,26 years old (06-06-1998),"1,88m",Ghana,Defender (Centre),Centre-Back,right,24,2020.0,2,1,6,1,83.6,1.3,1,6.81,"Jun 30, 2026",€5.00m,0.4,0.1,-,-,-,0.4,0.1,0.1,0.2,0.4,0.2,0.2,0.7,0.2,2.4,1.3,1.1,1.5,0.4,2,1,0.5,0.9,-,5.1,1.2,0.1,0.5,-,-,-,-,44.8,2.1,4.5,35.4,2.8,-,-,-,-,-,-,-,-,-,-
73,Carlos Vicente,Deportivo Alavés,Laliga,26 years old (23-04-1999),"1,79m",Spain,Attacking Midfielder (Right),Right Winger,right,30(2),2649.0,4,5,2,-,74.9,0.9,2,6.81,"Jun 30, 2027",€8.00m,0.9,0.1,-,0.1,-,0.9,0.3,-,0.7,2.9,2,0.9,2.2,1.2,2.4,0.9,1.5,1.3,0.9,2.2,0.4,1.6,0.9,0.3,0.7,0.1,0.3,0.8,-,-,-,-,21.3,0.5,0.9,15.4,4.4,1.8,0.5,1.3,0.2,0.1,-,-,-,-,0.1
74,Alexander Sørloth,Atlético de Madrid,Laliga,29 years old (05-12-1995),"1,95m",Norway,"Attacking Midfielder (Right), Forward",Centre-Forward,left,12(18),1293.0,13,2,4,-,64.9,2.9,1,6.81,"Jun 30, 2028",€25.00m,1.9,0.4,0.2,0.3,-,1.9,0.2,0.3,1.4,1,0.6,0.4,1.9,0.9,4.4,2.9,1.5,0.3,0.1,0.3,-,0.4,0.7,0.2,0.7,-,-,0.1,-,-,-,-,10,0.1,-,6.4,3.5,0.4,-,0.4,0.1,-,-,-,-,-,0.1
75,Luka Modric,Real Madrid,Laliga,39 years old (09-09-1985),"1,72m",Croatia,Midfielder (Centre),Central Midfield,right,14(16),1492.0,2,4,7,-,91.2,0.2,1,6.8,"Jun 30, 2025",€5.00m,0.6,0.1,-,-,-,0.6,0.4,-,0.1,0.5,0.2,0.3,0.7,0.3,0.5,0.2,0.4,0.9,0.5,1.5,0.8,0.5,0.6,0.1,0.4,0.2,0.1,0.3,-,-,-,-,49.4,3.4,1.1,41.7,3.2,1.8,0.6,1.2,0.1,-,-,-,-,-,0.1
76,Loïc Badé,Sevilla FC,Laliga,25 years old (11-04-2000),"1,91m",France,Defender (Centre),Centre-Back,right,27(1),2450.0,1,1,6,-,86.6,2.1,1,6.8,"Jun 30, 2029",€30.00m,0.5,-,-,-,-,0.5,0.1,-,0.3,0.7,0.2,0.5,0.6,0.3,3.1,2.1,1,1.5,0.3,1.8,1,0.3,0.8,-,5,0.4,0.1,0.3,-,-,-,-,60.1,4.1,4.8,48,3.3,0.1,0.1,-,-,-,-,-,-,-,-
77,Marash Kumbulla,RCD Espanyol Barcelona,Laliga,25 years old (08-02-2000),"1,91m",Albania,Defender (Centre),Centre-Back,right,30(1),2616.0,3,-,8,-,85.1,1.9,1,6.8,"Jun 30, 2025",€6.00m,0.4,0.1,-,0.1,-,0.4,-,0.1,0.3,0.3,0.1,0.1,0.5,-,3.4,1.9,1.4,1.5,0.5,2,1,0.9,1,-,6.4,1,0.1,0.4,-,-,-,-,39.1,2.2,3.4,31.1,2.4,-,-,-,-,-,-,-,-,-,-
78,Valentin Rosier,CD Leganés,Laliga,28 years old (19-08-1996),"1,75m",France,"Defender (Left, Right), Midfielder (Left, Right)",Right-Back,right,26(4),2440.0,1,2,8,-,79.5,0.8,-,6.79,"Jun 30, 2025",€3.00m,0.5,-,-,-,-,0.5,0.2,-,0.3,1.5,0.8,0.7,0.9,0.7,1.4,0.8,0.6,2.3,0.8,3.1,1.7,0.6,1.4,0.3,4.2,0.5,0.6,0.8,-,-,-,-,29.2,1.1,2.6,22.1,3.4,0.4,0.1,0.3,0.1,-,-,-,-,-,-
79,Alejandro Catena,CA Osasuna,Laliga,30 years old (28-10-1994),"1,94m",Spain,Defender (Centre),Centre-Back,right,31,2717.0,-,2,10,-,83.9,1.9,2,6.79,"Jun 30, 2028",€4.00m,0.5,-,-,-,-,0.5,-,0.1,0.4,0.3,-,0.3,0.3,-,2.8,1.9,0.9,1.4,0.5,1.9,1,0.4,1,-,6.2,0.7,-,0.5,-,-,-,-,43.6,3.9,4.5,32.6,2.5,0.2,0.1,0.1,0.1,-,-,-,-,-,0.1
80,Javi Galán,Atlético de Madrid,Laliga,30 years old (19-11-1994),"1,72m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,17(4),1479.0,-,2,8,-,85.8,1,2,6.79,"Jun 30, 2026",€4.00m,0.4,-,-,-,-,0.4,0.3,-,0.1,3.1,2.1,1,0.9,0.6,2,1,1,2,1,3,0.4,1.4,1.5,0.2,1.7,0.1,0.2,0.4,-,-,-,-,31.8,0.9,0.9,26.4,3.6,0.6,0.1,0.4,0.1,-,-,-,-,-,-
81,Vedat Muriqi,RCD Mallorca,Laliga,31 years old (24-04-1994),"1,94m",Kosovo,Forward,Centre-Forward,left,20(4),1752.0,7,2,1,2,63,5.1,2,6.78,"Jun 30, 2027",€8.00m,2.1,0.3,0.1,0.2,-,2.1,0.1,0.3,1.7,1,0.7,0.3,2,0.9,8.6,5.1,3.5,0.3,0.1,0.4,0.3,1.5,1,0.8,1.4,-,-,0.2,-,-,-,-,16.7,0.4,0.2,10.1,6,1,-,1,0.1,-,-,-,-,-,0.1
82,Diego Rico,Getafe CF,Laliga,32 years old (23-02-1993),"1,83m",Spain,"Defender (Centre, Left), Midfielder (Left)",Left-Back,left,28(1),2460.0,-,3,7,1,69.7,0.8,-,6.78,"Jun 30, 2026",€1.30m,0.5,-,-,-,-,0.5,0.5,-,-,0.4,0.2,0.2,1.4,0.4,1.5,0.8,0.7,2.6,1.2,3.7,1,1.7,1.2,0.1,2.7,0.1,0.4,1.2,-,-,-,-,30.8,1.7,3.3,19.8,6,1,0.3,0.7,0.1,0.1,-,-,-,-,-
83,Jon Aramburu,Real Sociedad,Laliga,22 years old (23-07-2002),"1,76m",Venezuela,Defender (Right),Right-Back,right,26(4),2213.0,1,1,8,-,80.5,1.2,1,6.78,"Jun 30, 2030",€12.00m,0.4,-,-,-,-,0.4,0.2,-,0.2,1.2,1,0.2,1,0.3,2.3,1.2,1.1,3,1,4,0.9,1.3,1.5,0.1,2.9,0.3,0.2,0.9,-,-,-,-,35.6,0.9,1.7,27.8,5.2,0.4,-,0.3,-,-,-,-,-,-,-
84,Thierno Barry,Villarreal CF,Laliga,22 years old (21-10-2002),"1,95m",,Forward,Centre-Forward,right,23(9),2120.0,10,3,4,-,62.2,3,4,6.78,"Jun 30, 2029",€14.00m,2.1,0.3,0.1,0.2,-,2.1,0.3,0.5,1.4,1.3,0.9,0.4,2.4,0.7,4.5,3,1.6,0.3,0.2,0.5,-,1.3,1.4,0.5,0.5,0.1,-,0.4,-,-,-,-,9.3,0.2,0.1,5.7,3.4,0.7,-,0.7,0.1,-,-,-,-,-,0.1
85,Mikel Jauregizar,Athletic Bilbao,Laliga,21 years old (13-11-2003),"1,77m",Spain,Defensive Midfielder (C),Central Midfield,right,22(7),1936.0,2,1,4,1,82.6,0.9,1,6.78,"Jun 30, 2027",€20.00m,0.7,0.1,-,-,-,0.7,0.5,-,0.2,1.1,0.6,0.5,0.9,0.7,2.1,0.9,1.1,2.6,1.2,3.8,0.9,1.2,1.3,-,0.8,0.1,0.1,0.6,-,-,-,-,33.8,2.3,1.2,25.6,4.7,0.8,0.1,0.7,-,-,-,-,-,-,-
86,Raúl Asencio,Real Madrid,Laliga,22 years old (13-02-2003),"1,84m",Spain,Defender (Centre),Centre-Back,right,14(5),1363.0,-,1,2,-,93.7,1.5,1,6.78,"Jun 30, 2026",€30.00m,0.1,-,-,-,-,0.1,0.1,-,0.1,0.5,0.2,0.3,0.3,0.3,2.1,1.5,0.6,0.9,0.2,1.1,0.6,0.9,0.4,0.1,3.7,0.2,0.2,0.1,-,-,-,-,45.1,1.4,1.1,40.8,1.8,0.2,0.1,0.2,0.1,-,-,0.1,-,-,-
87,Pablo Barrios,Atlético de Madrid,Laliga,21 years old (15-06-2003),"1,81m",,Midfielder (Centre),Central Midfield,right,25(2),2147.0,1,3,4,1,87.5,1.1,-,6.77,"Jun 30, 2028",€50.00m,1,-,-,-,-,1,0.8,-,0.3,1.5,0.6,0.9,1.6,0.8,1.8,1.1,0.7,1.4,0.8,2.2,1.2,0.9,1,-,1,0.1,0.1,0.3,-,-,-,-,50.9,2.2,1.4,42.3,4.9,0.9,0.1,0.8,0.1,-,-,-,-,-,-
88,Alejandro Balde,FC Barcelona,Laliga,21 years old (18-10-2003),"1,75m",Spain,"Defender (Left, Right), Midfielder (Left)",Left-Back,left,25(3),2088.0,-,4,2,-,91,0.5,-,6.77,"Jun 30, 2028",€60.00m,0.4,-,-,-,-,0.4,0.2,-,0.3,3.8,2.3,1.5,1.5,0.9,0.8,0.5,0.3,0.6,0.2,0.8,0.2,1.3,0.5,-,0.7,0.1,0.2,0.7,-,-,-,-,39.3,0.6,0.6,35.1,3,0.9,0.1,0.8,0.1,0.1,-,-,-,-,-
89,Samú Costa,RCD Mallorca,Laliga,24 years old (27-11-2000),"1,85m",,Defensive Midfielder (C),Defensive Midfield,left,26(1),2217.0,-,2,6,1,81.5,2.3,-,6.77,"Jun 30, 2028",€15.00m,1,-,-,-,-,1,0.4,-,0.5,1,0.6,0.3,1.3,1.1,3.4,2.3,1.1,2.7,1.4,4.1,1.1,2,1.7,0.1,2.6,0.4,0.1,1,-,-,-,-,43.3,2.6,2.1,32.7,5.9,0.4,0.1,0.4,0.1,-,-,-,-,-,-
90,Marcos Alonso,Celta de Vigo,Laliga,34 years old (28-12-1990),"1,88m",Spain,"Defender (Centre, Left), Midfielder (Left)",Left-Back,left,25(2),2341.0,2,-,8,1,90.1,2.3,2,6.77,"Jun 30, 2025",€1.80m,0.9,0.1,-,0.1,-,0.9,0.5,-,0.4,0.9,0.3,0.5,0.6,0.3,3.8,2.3,1.6,1.1,0.6,1.8,1.1,0.9,1,0.1,4,0.3,0.3,0.5,-,-,-,-,75.3,3.6,3.1,64.2,4.3,0.6,0.1,0.4,-,-,-,-,-,-,-
91,Roberto Fernández,RCD Espanyol Barcelona,Laliga,22 years old (03-07-2002),"1,86m",,Forward,Centre-Forward,right,13(1),1095.0,5,-,1,-,71.4,1.9,-,6.77,"Jun 30, 2025",€4.00m,1.3,0.4,0.1,0.2,-,1.3,0.1,0.1,1,1.6,1.1,0.6,3.1,0.9,4.4,1.9,2.5,0.3,0.1,0.4,0.2,1.6,1.8,0.4,1.5,0.1,-,0.3,-,-,-,-,13,0.1,0.3,9.2,3.4,0.2,-,0.2,-,-,-,-,-,-,-
92,Clément Lenglet,Atlético de Madrid,Laliga,29 years old (17-06-1995),"1,86m",France,Defender (Centre),Centre-Back,left,20,1706.0,1,1,9,-,87.3,1.6,1,6.77,"Jun 30, 2025",€7.50m,0.4,0.1,0.1,-,-,0.4,0.1,0.1,0.3,0.2,-,0.2,0.3,0.1,3.4,1.6,1.8,1,0.2,1.1,1,0.9,1.3,0.1,4.3,0.9,0.1,0.3,-,-,-,-,57.7,4.2,4.2,46.1,3.2,0.2,-,0.2,0.1,-,-,-,-,-,0.1
93,Ilias Akhomach,Villarreal CF,Laliga,21 years old (16-04-2004),"1,75m",Spain,Attacking Midfielder (Right),Right Winger,left,7(4),589.0,1,-,1,-,79.9,0.6,-,6.76,"Jun 30, 2026",€15.00m,1.5,0.1,-,0.1,-,1.5,1.1,-,0.5,3.9,2.2,1.7,1.4,0.9,1.2,0.6,0.5,1.1,0.5,1.6,0.3,1.9,0.8,0.1,0.8,-,0.4,0.7,-,-,-,-,14.9,0.6,0.1,11.3,2.9,0.8,0.1,0.7,-,-,-,-,-,-,-
94,Enzo Barrenechea,Valencia CF,Laliga,23 years old (22-05-2001),"1,86m",Argentina,Defensive Midfielder (C),Defensive Midfield,right,23(3),1926.0,1,2,6,-,86.4,1.3,2,6.76,"Jun 30, 2025",€7.50m,0.5,-,-,-,-,0.5,0.2,0.1,0.2,1.1,0.7,0.4,0.7,0.6,2.2,1.3,0.9,2,0.5,2.5,1,1.4,0.8,-,1.7,0.3,0.1,0.7,-,-,-,-,44.4,2.7,1.8,35.7,4.2,0.5,0.1,0.5,0.1,-,-,-,-,-,-
95,Carl Starfelt,Celta de Vigo,Laliga,29 years old (01-06-1995),"1,87m",Sweden,Defender (Centre),Centre-Back,right,26(2),2273.0,1,-,5,-,93.7,2.3,-,6.76,"Jun 30, 2027",€6.00m,0.2,-,-,-,-,0.2,-,-,0.1,-,-,-,0.3,-,4.1,2.3,1.9,1.4,0.3,1.8,1.1,0.4,0.8,-,4.6,0.8,-,0.3,-,-,-,-,58.7,1.7,1,53.3,2.7,0.2,-,0.2,-,-,-,-,-,-,-
96,Raúl Moro,Real Valladolid CF,Laliga,22 years old (05-12-2002),"1,69m",Spain,Attacking Midfielder (Left),Left Winger,right,21(7),1915.0,4,3,2,-,74.1,0.3,3,6.76,"Jun 30, 2028",€5.00m,1.4,0.1,-,0.1,-,1.4,0.6,0.1,0.8,4,2.2,1.8,1.3,0.3,0.6,0.3,0.4,0.6,0.6,1.2,0.4,0.5,0.1,0.4,0.5,-,-,0.2,-,-,-,-,17.9,1.1,0.6,12.1,4,1.4,0.2,1.2,0.1,-,-,-,-,-,0.1
97,Dani Ceballos,Real Madrid,Laliga,28 years old (07-08-1996),"1,79m",Spain,"Midfielder (Centre, Left)",Central Midfield,right,11(7),906.0,-,-,4,-,95,0.1,-,6.75,"Jun 30, 2027",€10.00m,0.3,-,-,-,-,0.3,0.2,-,0.1,0.7,0.3,0.4,0.5,0.3,0.2,0.1,0.1,1.9,0.6,2.4,0.7,1.3,0.7,-,0.5,0.2,-,0.7,-,-,-,-,55.7,1.9,0.7,51,2.1,0.8,0.2,0.6,-,-,-,-,-,-,-
98,Héctor Bellerín,Real Betis Balompié,Laliga,30 years old (19-03-1995),"1,78m",Spain,"Defender (Right), Midfielder (Right)",Right-Back,right,6(2),569.0,-,1,1,-,83.1,0.8,-,6.75,"Jun 30, 2028",€3.00m,0.1,-,-,-,-,0.1,-,-,0.1,1,0.3,0.8,0.6,0.1,1.8,0.8,1,1.6,0.9,2.5,0.8,-,0.8,-,2,0.4,0.6,0.1,-,-,-,-,33.3,1.5,1.3,26.1,4.4,0.9,0.3,0.6,0.1,-,-,-,-,-,0.1
99,Pau Cubarsí,FC Barcelona,Laliga,18 years old (22-01-2007),"1,84m",Spain,Defender (Centre),Centre-Back,right,26(5),2345.0,-,3,3,-,93.6,1.9,-,6.75,"Jun 30, 2029",€70.00m,0.2,-,-,-,-,0.2,-,0.1,0.1,0.2,-,0.2,0.2,-,3.1,1.9,1.2,0.9,0.3,1.2,0.4,0.3,0.6,-,2.4,0.3,-,0.1,-,-,-,-,78.5,2.8,1.9,70.7,3.1,0.3,0.1,0.2,0.1,-,-,0.1,-,-,-
