,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Yellow_Cards,Red_Cards,Total_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,SixYardBox_Goals,PenaltyArea_Goals,OutOfBox_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,OutOfBox_Shots,SixYardBox_Shots,PenaltyArea_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
205,Ilkay Gündogan,Manchester City,34 years old (24-10-1990),180cm,Germany,Midfielder (Centre),0.7,0.4,0.3,-,-,-,-,-,0.1,0.1,-,-,0.4,-,-,0.6,0.6,0.5,1.1,0.7,0.5,-,-,-,-,0.4,1.2,0.1,1.1,-,49,1.3,0.7,44.1,2.9,0.8,0.7,-,-,-,-,0.8,0.4,-,0.4,0.8,0.5,1.3,Ilkay Gündogan,20(8),1790,-,4,1,-,0.8,92.6,0.4,-,6.62
206,Matheus Nunes,Manchester City,26 years old (27-08-1998),183cm,Portugal,"Defender (Right), Midfielder (Centre, Left, Right)",1.1,0.6,0.6,0.1,-,-,-,-,-,0.2,0.1,0.3,0.4,0.1,-,0.9,0.8,0.6,1.4,0.6,1.3,-,-,-,-,0.6,1,0.2,0.7,0.2,37.1,0.9,0.7,31.9,3.7,1.1,0.5,-,-,-,-,0.2,-,-,0.2,1.2,0.7,1.9,Matheus Nunes,14(7),1223,-,4,3,-,0.2,88.2,0.6,1,6.62
207,Ethan Nwaneri,Arsenal,18 years old (21-03-2007),176cm,England,Attacking Midfielder (Right),0.5,0.1,0.3,-,-,-,-,-,-,0.1,0.1,-,0.3,-,-,0.2,1,1.4,2.5,0.2,0.3,0.1,-,0.1,-,-,0.5,0.1,0.4,0.3,13.2,0.3,0.1,11.4,1.4,0.9,0.8,-,-,-,-,0.9,0.4,-,0.5,0.5,0.5,1,Ethan Nwaneri,10(12),776,3,2,1,-,0.9,88.7,0.1,1,6.62
208,Sander Berge,Fulham,27 years old (14-02-1998),195cm,Norway,Midfielder (Centre),1.7,1,0.7,-,-,-,-,-,-,-,0.3,-,0.7,0.2,-,1.2,0.4,0.4,0.8,0.3,1,-,-,-,-,0.8,0.7,0.1,0.6,-,40.6,2.1,1,34.9,2.6,0.4,0.6,-,-,-,-,0.1,-,-,-,1.9,0.4,2.4,Sander Berge,21(4),1886,-,-,4,-,0.1,91.1,1,-,6.62
209,Marcos Senesi,Bournemouth,27 years old (10-05-1997),185cm,Argentina,Defender (Centre),3.6,1.7,1.9,-,-,-,-,-,-,-,0.4,-,0.6,0.4,-,3.8,0.3,0.4,0.6,0.5,1.4,-,-,-,-,0.8,0.2,-,0.2,-,44.5,4.8,5.6,29.9,4.2,0.4,0.4,-,-,-,-,0.1,-,0.1,0.1,2.5,1.1,3.6,Marcos Senesi,12(2),1012,-,-,5,-,0.1,77.8,1.7,1,6.61
210,Adam Webster,Brighton,30 years old (04-01-1995),191cm,England,Defender (Centre),2,1.5,0.5,-,-,-,-,-,-,-,0.8,-,0.3,-,-,2.5,0.2,0.1,0.3,0.2,0.5,-,-,-,-,1.3,0.3,0.1,0.2,0.1,45.4,2.5,3.7,36.5,2.6,0.3,0.1,-,-,-,-,0.1,-,-,0.1,0.7,0.5,1.3,Adam Webster,8(3),618,-,-,-,-,0.1,86,1.5,-,6.61
211,Orel Mangala,Everton,27 years old (18-03-1998),178cm,Belgium,Midfielder (Centre),0.7,0.3,0.4,-,-,-,-,-,-,-,0.2,0.2,0.3,0.1,-,1.1,0.5,0.7,1.3,0.9,1.3,0.1,-,0.1,-,1.1,0.4,-,0.4,0.1,25.4,0.8,0.4,22.2,2.1,0.6,0.6,-,-,-,-,0.8,0.6,-,0.3,0.8,0.2,1,Orel Mangala,14(5),1256,1,-,2,-,0.8,90.3,0.3,-,6.61
212,Facundo Buonanotte,Leicester,20 years old (23-12-2004),174cm,Argentina,"Attacking Midfielder (Centre, Right)",1.7,0.5,1.2,0.1,-,-,-,-,-,0.1,0.2,0.1,1,0.3,-,0.4,1.8,0.9,2.7,1.2,1.2,0.1,-,0.1,-,0.4,0.9,0.2,0.7,0.1,17.9,0.6,0.6,13.7,3,1.9,1.4,-,-,-,-,1.1,0.4,0.1,0.7,1.8,1.6,3.4,Facundo Buonanotte,13(14),1394,4,2,7,-,1.1,79.9,0.5,2,6.61
213,João Gomes,Wolves,24 years old (12-02-2001),176cm,Brazil,Midfielder (Centre),1,0.3,0.7,-,-,-,-,-,-,-,0.1,-,1.1,0.3,-,1,0.9,0.7,1.7,1.2,2.1,0.1,-,0.1,-,0.8,0.7,-,0.6,-,43.3,1.4,1.2,36.1,4.7,1.1,1.5,-,-,-,-,1.1,0.5,-,0.6,3,1.8,4.8,João Gomes,30,2525,3,1,8,1,1.1,86.5,0.3,1,6.6
214,Georginio Rutter,Brighton,22 years old (20-04-2002),182cm,France,"Attacking Midfielder (Centre, Right), Forward",2.6,0.9,1.7,-,-,0.1,-,-,-,0.1,0.1,-,0.6,0.1,-,0.4,1.6,1,2.5,1.6,1.2,0.2,-,0.2,-,0.4,0.7,-,0.6,0.3,12.3,0.3,0.2,8.2,3.6,1.6,1.3,-,-,-,-,1.8,0.5,-,1.3,1.4,0.8,2.2,Georginio Rutter,19(9),1667,5,3,2,-,1.8,68.6,0.9,-,6.6
215,Ezri Konsa,Aston Villa,27 years old (23-10-1997),183cm,England,"Defender (Centre, Right)",1.7,0.9,0.8,-,-,-,-,-,-,-,0.3,0.3,0.3,-,-,2.9,0.4,0.3,0.6,1.5,0.2,-,-,-,-,0.8,0.2,-,0.1,-,49,1,1.1,44.6,2.3,0.5,0.3,-,-,-,-,0.3,-,0.1,0.1,1.1,0.1,1.3,Ezri Konsa,27(1),2397,1,-,-,-,0.3,93,0.9,-,6.6
216,Beto,Everton,27 years old (31-01-1998),194cm,Portugal,Forward,6.3,2.9,3.5,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.7,0.6,0.7,1.3,0.7,1.2,0.2,-,0.2,-,0.1,0.3,-,0.3,0.5,8,0.1,0.1,4.5,3.3,2,1.2,-,-,-,-,1.4,0.1,0.2,1.1,0.5,0.1,0.6,Beto,10(14),1095,6,-,2,-,1.4,57.8,2.9,1,6.6
217,Reiss Nelson,Fulham,25 years old (10-12-1999),175cm,England,"Midfielder (Left, Right)",0.4,-,0.4,-,-,-,-,-,0.1,0.1,-,0.1,1,0.1,-,0.1,2,1.2,3.2,0.8,0.5,0.1,-,0.1,-,0.5,1.2,0.1,1.1,0.1,22.1,0.2,0.4,20,1.5,1.3,0.7,-,-,-,-,1.1,-,0.1,1,0.7,0.7,1.5,Reiss Nelson,5(6),486,1,1,1,-,1.1,91.4,-,-,6.6
218,Micky van de Ven,Tottenham,23 years old (19-04-2001),193cm,Netherlands,"Defender (Centre, Left)",3.1,1.6,1.5,-,-,-,-,-,0.2,0.2,0.5,0.1,0.3,0.4,-,3,0.4,0.4,0.7,0.6,0.9,-,-,-,-,0.8,0.2,-,0.2,-,65.5,1.5,2.2,58,3.7,0.5,0.4,-,-,-,-,0.5,-,-,0.5,0.9,0.5,1.5,Micky van de Ven,10(1),907,-,2,4,-,0.5,91,1.6,-,6.6
219,Manuel Ugarte,Manchester United,24 years old (11-04-2001),182cm,Uruguay,Defensive Midfielder (C),1.4,0.7,0.7,-,-,-,-,-,-,-,0.1,0.1,1,0.4,-,0.6,0.6,0.6,1.2,1.2,1.5,-,-,-,-,1,0.3,0.1,0.2,-,30.6,1.4,0.8,25.5,3,1.1,0.8,-,-,-,-,0.7,0.5,-,0.2,2.8,1.4,4.2,Manuel Ugarte,19(5),1537,1,-,9,-,0.7,87.9,0.7,-,6.59
220,Ryan Manning,Southampton,28 years old (14-06-1996),173cm,Ireland,"Defender (Centre, Left), Midfielder (Centre, Left, Right)",0.9,0.6,0.3,-,-,-,-,-,-,-,0.6,0.2,0.4,0.1,-,1.6,1,0.6,1.6,1.3,0.9,-,-,-,-,0.8,1.3,0.6,0.7,-,25.5,1,0.9,21.1,2.7,0.8,0.3,-,-,-,-,0.3,0.1,-,0.2,1.4,0.6,1.9,Ryan Manning,15(5),1203,-,-,2,-,0.3,86.1,0.6,-,6.59
221,Andreas Pereira,Fulham,29 years old (01-01-1996),178cm,Brazil,"Midfielder (Centre, Left, Right)",1.1,0.4,0.7,0.1,-,-,-,-,0.1,0.1,0.1,-,0.4,0.3,-,0.4,0.6,0.4,1,0.8,0.8,0.1,0.1,-,-,0.3,1.8,0.7,1.2,-,24.9,1.1,1.4,18.2,4.1,0.7,0.7,-,-,-,-,1.1,0.7,0.1,0.4,0.8,1,1.7,Andreas Pereira,21(8),1754,2,4,8,-,1.1,77.7,0.4,-,6.59
222,Dominic Calvert-Lewin,Everton,28 years old (16-03-1997),187cm,England,"Attacking Midfielder (Left), Forward",7.5,3.8,3.7,-,-,-,-,-,-,-,0.1,-,0.2,0.1,-,0.8,0.7,0.5,1.1,1,1.2,0.1,-,0.1,-,0.3,0.3,-,0.3,1.2,12.3,0.1,0.2,7.7,4.3,3.2,1.5,-,-,-,-,2.1,0.1,0.3,1.7,0.4,0.2,0.6,Dominic Calvert-Lewin,19(3),1582,3,1,2,-,2.1,63.5,3.8,1,6.59
223,Nicolás Domínguez,Nottingham Forest,26 years old (28-06-1998),179cm,Argentina,"Midfielder (Centre, Left, Right)",1.3,0.6,0.7,-,-,-,-,-,-,-,0.4,-,0.8,0.3,-,1.4,0.2,0.1,0.3,0.5,1,-,-,-,-,0.9,0.4,0.1,0.4,-,26.9,0.7,0.6,23,2.7,0.6,0.3,-,-,-,-,0.6,0.4,0.1,0.2,2.5,1.1,3.7,Nicolás Domínguez,18(10),1571,-,-,8,-,0.6,87.8,0.6,-,6.59
224,Caoimhín Kelleher,Liverpool,26 years old (23-11-1998),188cm,Ireland,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,0.1,0.1,0.3,-,-,-,-,-,-,-,-,-,-,33.3,3.3,9.2,20.7,0.1,0.1,-,2.5,0.3,1.3,0.9,-,-,-,-,-,-,-,Caoimhín Kelleher,10,900,-,-,-,-,-,72.1,0.2,-,6.59
225,Dean Henderson,Crystal Palace,28 years old (12-03-1997),188cm,England,Goalkeeper,0.4,0.3,-,-,-,-,-,-,-,-,-,-,-,0.1,-,1.2,-,-,-,-,-,-,-,-,-,-,0.1,0.1,-,-,29.1,4.3,12,12.7,0.2,0.1,-,2.8,0.5,1.6,0.8,-,-,-,-,0.1,0.1,0.2,Dean Henderson,32,2880,-,-,3,-,-,58.2,0.3,1,6.59
226,Boubacar Kamara,Aston Villa,25 years old (23-11-1999),184cm,France,"Defender (Centre, Left), Defensive Midfielder (C)",1.5,0.7,0.8,-,-,-,-,-,-,-,0.3,0.1,0.5,0.1,-,2,0.7,0.4,1.1,1.2,1,-,-,-,-,0.7,0.4,0.1,0.4,-,34.4,0.9,0.9,29.8,2.9,0.4,0.5,-,-,-,-,0.3,0.2,-,0.2,2.2,1.1,3.3,Boubacar Kamara,14(6),1201,-,-,2,-,0.3,89.2,0.7,2,6.59
227,Rúben Dias,Manchester City,27 years old (14-05-1997),187cm,Portugal,Defender (Centre),2.3,1.3,1,-,-,-,-,-,-,-,0.6,-,0.1,0.2,-,2.3,-,0.1,0.1,0.3,0.5,-,-,-,-,0.9,0.2,-,0.2,-,85.7,2.5,2.4,77.7,3.1,0.2,-,-,-,-,-,0.7,0.4,0.1,0.2,0.6,0.1,0.8,Rúben Dias,19(2),1729,-,-,4,-,0.7,93.6,1.3,-,6.59
228,Arijanet Muric,Ipswich,26 years old (07-11-1998),198cm,Kosovo,Goalkeeper,0.7,0.6,0.1,-,-,-,-,-,-,-,-,-,-,0.1,-,1.1,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,29.7,5.2,8.9,15.1,0.5,0.2,0.1,3.7,0.2,2.4,1.1,-,-,-,-,-,0.1,0.1,Arijanet Muric,18,1620,-,-,1,-,-,68.2,0.6,2,6.59
229,Marc Cucurella,Chelsea,26 years old (22-07-1998),172cm,Spain,"Defender (Centre, Left), Midfielder (Left)",2.4,0.8,1.6,-,-,-,-,-,-,-,0.4,0.4,0.9,0.2,-,1.8,0.3,0.1,0.4,1,1,0.1,-,0.1,-,0.7,0.6,-,0.6,0.1,45.4,1.2,1.8,39.2,3.2,0.8,0.2,-,-,-,-,0.6,0.2,-,0.4,1.8,0.8,2.6,Marc Cucurella,27(3),2451,4,1,7,1,0.6,88.9,0.8,2,6.59
230,Jefferson Lerma,Crystal Palace,30 years old (25-10-1994),179cm,Colombia,"Defender (Centre, Right), Defensive Midfielder (C)",3,1.6,1.4,-,-,-,-,-,-,-,0.6,0.1,0.6,0.3,-,2,0.2,0.2,0.4,1.3,1.1,-,-,-,-,1.3,0.3,-,0.3,-,34.1,1.8,2.7,24.8,4.8,0.4,0.6,-,-,-,-,0.9,0.4,-,0.5,1,0.6,1.6,Jefferson Lerma,22(5),1899,-,1,7,-,0.9,78,1.6,-,6.59
231,Andy Robertson,Liverpool,31 years old (11-03-1994),178cm,Scotland,"Defender (Left), Midfielder (Left)",0.6,0.2,0.4,-,-,-,-,-,-,-,0.1,0.4,0.2,0.1,-,1.3,0.4,0.2,0.6,0.2,0.3,-,-,-,-,0.7,1.3,0.3,1,0.1,46.1,1.8,2.3,39,3,0.8,0.3,-,-,-,-,0.4,0.1,-,0.3,1.3,0.6,1.8,Andy Robertson,26(4),2228,-,-,3,1,0.4,88.5,0.2,-,6.58
232,Robin Olsen,Aston Villa,35 years old (08-01-1990),198cm,Sweden,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,4,7.3,13.7,-,-,-,1.7,-,0.7,1,-,-,-,-,0.3,-,0.3,Robin Olsen,1(2),180,-,-,-,-,-,70.7,-,-,6.58
233,Yasin Ayari,Brighton,21 years old (06-10-2003),172cm,Sweden,Midfielder (Centre),1.1,0.5,0.6,-,-,-,-,-,-,-,0.2,-,0.5,0.1,-,0.7,0.8,0.6,1.4,0.8,1.1,-,-,-,-,0.6,0.9,0.3,0.6,0.1,26.3,0.3,0.8,22.1,3.1,1.1,0.8,-,-,-,-,0.9,0.3,-,0.6,1.8,0.9,2.8,Yasin Ayari,18(10),1637,-,1,3,-,0.9,85.2,0.5,-,6.58
234,Jonny Evans,Manchester United,37 years old (03-01-1988),188cm,N. Ireland,"Defender (Centre, Left)",2,1.5,0.5,-,-,-,-,-,-,-,0.2,-,0.2,0.2,-,2.2,-,0.2,0.2,1,0.8,-,-,-,-,0.7,-,-,-,-,32.2,0.7,0.8,28,2.7,0.2,-,-,-,-,-,0.2,-,-,0.2,1.2,0.3,1.5,Jonny Evans,3(3),290,-,-,1,-,0.2,89.1,1.5,-,6.57
235,Konstantinos Mavropanos,West Ham,27 years old (11-12-1997),194cm,Greece,"Defender (Centre, Right)",2.9,2,0.9,-,-,-,-,-,-,-,0.5,0.1,0.2,0.1,-,3.7,0.3,0.3,0.6,0.5,0.6,-,-,-,-,1.4,0.1,0.1,0.1,0.1,39.3,2.1,2.5,31.8,2.8,0.4,-,-,-,-,-,0.6,0.1,0.1,0.4,1.1,0.4,1.5,Konstantinos Mavropanos,19(9),1846,-,-,3,1,0.6,86.4,2,-,6.57
236,Emerson,West Ham,30 years old (03-08-1994),176cm,Italy,"Defender (Left), Midfielder (Left)",1.2,0.6,0.7,-,-,-,-,-,-,-,0.3,0.1,0.9,0.2,-,1.8,0.7,0.4,1.1,0.5,0.8,0.1,-,-,-,0.7,0.6,0.3,0.3,-,27.9,1,1.7,21.8,3.4,0.8,0.3,-,-,-,-,0.5,0.3,0.1,0.2,2,0.7,2.6,Emerson,23(4),1865,2,1,5,-,0.5,81.6,0.6,-,6.57
237,André Onana,Manchester United,29 years old (02-04-1996),190cm,Cameroon,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,34.3,4.3,10.1,19.7,0.2,-,-,2.8,0.2,1.6,1,-,-,-,-,-,0.1,0.1,André Onana,31,2790,-,-,-,-,-,70,0.2,-,6.57
238,Gabriel Jesus,Arsenal,28 years old (03-04-1997),175cm,Brazil,"Attacking Midfielder (Left, Right), Forward",1.6,0.5,1.1,-,-,-,-,-,-,-,0.1,0.1,0.5,0.2,-,0.4,0.8,0.5,1.3,0.6,0.8,0.2,0.1,0.1,-,0.2,0.5,0.1,0.4,0.5,11.2,0.1,0.1,8.8,2.1,0.8,0.8,-,-,-,-,1.2,0.1,0.2,0.9,0.6,0.3,0.9,Gabriel Jesus,6(11),604,3,-,4,-,1.2,80,0.5,1,6.57
239,Lucas Paquetá,West Ham,27 years old (27-08-1997),180cm,Brazil,"Midfielder (Centre, Left, Right), Forward",3.6,1.5,2,-,-,-,-,-,-,-,0.1,0.1,0.8,0.3,-,1,0.8,0.5,1.3,1.8,1.6,0.1,-,0.1,-,0.6,1.1,0.1,1,0.2,42,2.3,1.5,30.5,7.7,1.8,1.7,-,-,-,-,1.4,0.6,-,0.8,2.1,0.8,2.9,Lucas Paquetá,24(4),2083,4,-,8,-,1.4,78,1.5,-,6.57
240,Curtis Jones,Liverpool,24 years old (30-01-2001),185cm,England,"Midfielder (Centre, Left)",0.9,0.5,0.4,-,-,-,-,-,0.1,0.1,0.3,0.1,0.3,-,-,0.2,0.2,0.4,0.6,0.8,0.6,0.1,0.1,-,-,0.2,0.7,-,0.7,-,30.5,0.6,0.4,28.1,1.4,0.8,1.1,-,-,-,-,1.1,0.3,0.1,0.6,1.2,0.3,1.5,Curtis Jones,16(11),1418,3,3,1,1,1.1,94.1,0.5,1,6.56
241,Joe Gomez,Liverpool,27 years old (23-05-1997),188cm,England,"Defender (Centre, Left, Right)",1.4,1,0.4,-,-,-,-,-,-,-,0.7,0.1,0.3,0.1,-,2.1,-,-,-,0.3,0.2,-,-,-,-,0.8,0.2,-,0.2,-,46.2,1.4,1.7,39.9,3.2,0.1,0.2,-,-,-,-,0.3,-,0.1,0.2,1.4,0.6,2,Joe Gomez,6(3),519,-,-,1,-,0.3,89.4,1,-,6.56
242,Rodrigo Muniz,Fulham,23 years old (04-05-2001),178cm,Brazil,Forward,4.2,2.2,2,-,-,-,-,-,-,-,0.1,-,0.2,-,-,0.5,0.4,0.2,0.6,1,0.4,0.3,0.1,0.2,-,0.2,0.2,-,0.2,0.1,4.5,0.3,0.1,2.7,1.5,1.5,0.8,-,-,-,-,1.3,0.1,0.2,1,0.3,-,0.3,Rodrigo Muniz,8(23),952,8,1,1,-,1.3,65.7,2.2,1,6.56
243,Ben White,Arsenal,27 years old (08-10-1997),186cm,England,"Defender (Centre, Right), Defensive Midfielder (C)",1.2,0.9,0.3,-,-,-,-,-,0.1,0.1,0.5,0.3,0.1,0.2,-,2.1,0.2,-,0.2,0.3,0.7,-,-,-,-,1,0.3,0.1,0.3,0.1,28.6,1.1,1.2,23.3,3.1,0.6,0.3,-,-,-,-,0.5,0.3,0.1,0.2,0.9,1.1,2,Ben White,8(4),764,-,1,2,-,0.5,85.1,0.9,-,6.56
244,Robert Sánchez,Chelsea,27 years old (18-11-1997),197cm,Spain,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.2,-,1.2,-,-,-,0.1,0.1,-,-,-,-,0.1,-,-,-,-,33.4,4.2,10.2,18.4,0.5,-,-,3.2,0.2,2,1,-,-,-,-,-,-,-,Robert Sánchez,26,2340,-,-,5,-,-,67.9,0.2,2,6.56
245,Emile Smith Rowe,Fulham,24 years old (28-07-2000),182cm,England,"Attacking Midfielder (Centre, Left)",0.8,0.2,0.6,-,-,-,-,-,0.1,0.1,0.1,-,0.6,0.1,-,0.5,0.6,0.6,1.1,0.4,0.6,0.2,0.1,0.1,-,0.3,0.6,-,0.6,0.1,30.8,0.5,0.2,27.6,2.5,1.1,0.4,-,-,-,-,1.1,0.2,0.1,0.8,1,0.6,1.6,Emile Smith Rowe,23(6),1846,5,2,2,-,1.1,91.2,0.2,-,6.55
246,Ashley Young,Everton,39 years old (09-07-1985),175cm,England,"Defender (Left, Right), Midfielder (Left, Right)",0.8,0.4,0.4,-,-,-,-,-,0.1,0.1,0.1,0.3,0.3,0.2,-,1.9,0.3,0.2,0.5,0.6,0.9,-,-,-,-,0.8,0.7,0.1,0.6,-,23,2,2.9,14.7,3.3,0.3,-,-,-,-,-,0.2,0.2,-,-,1.9,0.7,2.5,Ashley Young,17(10),1586,1,3,6,1,0.2,72.7,0.4,1,6.55
247,Pape Sarr,Tottenham,22 years old (14-09-2002),185cm,Senegal,Midfielder (Centre),1.8,0.8,1.1,-,-,-,-,-,0.1,0.1,0.2,-,0.5,0.2,-,0.5,0.5,0.4,0.8,0.9,0.9,0.1,-,0.1,-,0.7,0.5,0.1,0.4,0.1,28.7,0.4,0.4,24.8,3,0.8,0.6,-,-,-,-,0.9,0.6,0.1,0.3,1.4,0.4,1.8,Pape Sarr,17(13),1512,3,2,6,-,0.9,88.1,0.8,1,6.55
248,Toby Collyer,Manchester United,21 years old (03-01-2004),180cm,England,Midfielder,0.7,0.5,0.2,-,-,-,-,-,-,-,0.2,-,0.2,-,-,0.5,0.2,0.2,0.3,0.7,0.3,-,-,-,-,0.3,0.3,-,0.3,-,15,0.3,0.2,12,2.5,1.8,0.2,-,-,-,-,0.2,-,0.2,-,2,0.2,2.2,Toby Collyer,0(6),175,-,-,-,-,0.2,82.2,0.5,-,6.55
249,Jacob Greaves,Ipswich,24 years old (12-09-2000),185cm,England,"Defender (Centre, Left)",4.8,2.9,1.9,-,-,-,-,-,-,-,1,-,0.4,0.2,-,5.5,0.1,0.1,0.1,0.8,0.5,0.1,0.1,-,-,0.9,0.1,-,0.1,0.1,45.4,0.9,2.4,38.8,3.3,0.4,0.1,-,-,-,-,0.4,-,0.2,0.3,1.4,0.4,1.8,Jacob Greaves,19,1666,1,-,4,-,0.4,87.6,2.9,-,6.55
250,Jamie Vardy,Leicester,38 years old (11-01-1987),179cm,England,"Attacking Midfielder (Left), Forward",3.1,1.6,1.6,-,-,-,-,-,0.1,0.1,0.1,-,0.1,0.2,-,0.7,0.4,0.3,0.7,0.6,0.6,0.2,0.1,0.1,-,0.1,0.6,-,0.6,0.8,10.6,0.1,0.1,7.3,3,1,0.4,-,-,-,-,1.7,0.1,0.3,1.3,0.6,0.2,0.8,Jamie Vardy,30,2433,7,3,5,-,1.7,70.4,1.6,1,6.55
251,Rodri,Manchester City,28 years old (22-06-1996),190cm,Spain,"Defender (Centre), Defensive Midfielder (C)",0.5,0.5,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.5,-,0.5,1,0.5,-,-,-,-,0.5,0.5,-,0.5,-,30.5,2.5,-,26,2,-,-,-,-,-,-,-,-,-,-,1,-,1,Rodri,1(1),66,-,-,-,-,-,93.4,0.5,-,6.55
252,André,Wolves,23 years old (16-07-2001),176cm,Brazil,Defensive Midfielder (C),0.3,0.1,0.2,-,-,-,-,-,-,-,0.3,-,1.2,0.2,-,0.9,0.4,0.4,0.9,1.1,1.2,-,-,-,-,1,0.4,-,0.4,-,38.6,1.5,0.6,34.3,2.1,0.9,0.5,-,-,-,-,0.3,0.2,-,-,2.4,0.9,3.2,André,25(2),2009,-,-,6,-,0.3,92.8,0.1,-,6.54
253,Ross Barkley,Aston Villa,31 years old (05-12-1993),189cm,England,"Midfielder (Centre, Left, Right)",0.6,0.4,0.3,-,-,-,-,-,0.1,0.1,0.2,-,0.4,0.2,-,0.3,0.1,0.5,0.6,0.2,0.5,0.2,0.1,0.1,0.1,0.6,0.5,-,0.5,-,22.8,0.6,0.3,19.2,2.7,0.3,0.5,-,-,-,-,0.9,0.3,0.3,0.3,0.8,0.3,1.1,Ross Barkley,3(13),546,3,1,3,-,0.9,86.8,0.4,1,6.54
254,Trevoh Chalobah,Chelsea,25 years old (05-07-1999),190cm,England,"Defender (Centre, Right), Defensive Midfielder (C)",3,2,1,-,-,-,-,-,0.1,0.1,0.1,-,0.2,0.1,-,2.6,0.2,0.1,0.3,0.6,0.7,-,-,-,-,0.8,0.4,0.1,0.3,-,48.9,1.3,1.7,42.8,3.1,0.3,0.2,-,-,-,-,0.7,0.1,0.1,0.4,0.6,0.1,0.7,Trevoh Chalobah,7(2),566,-,1,1,-,0.7,90.2,2,1,6.53
255,James Justin,Leicester,27 years old (23-02-1998),183cm,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",3.5,1.9,1.6,-,-,-,-,-,-,-,0.4,0.8,0.9,0.2,-,3.3,0.6,0.3,0.9,1.1,0.6,0.1,-,0.1,-,1.4,0.4,-,0.4,0.1,34.6,1,2.3,25.7,5.6,1,0.4,-,-,-,-,0.8,0.2,0.1,0.5,1.6,0.7,2.3,James Justin,30,2535,2,1,5,-,0.8,77.1,1.9,-,6.53
256,Leif Davis,Ipswich,25 years old (31-12-1999),182cm,England,"Defender (Left), Midfielder (Left)",1.9,1.1,0.8,-,-,-,-,-,-,0.1,0.3,0.2,0.5,0.2,-,2.2,0.8,0.4,1.2,1,0.8,-,-,-,-,0.8,1.8,0.5,1.3,0.1,29.4,1.1,1.3,22.6,4.4,1.2,0.5,-,-,-,-,0.5,0.3,-,0.2,1.5,0.6,2.1,Leif Davis,29(1),2535,1,2,5,-,0.5,80.6,1.1,1,6.53
257,Richarlison,Tottenham,27 years old (10-05-1997),184cm,Brazil,"Attacking Midfielder (Centre, Left, Right), Forward",2.2,0.8,1.4,-,-,-,-,-,0.1,0.1,0.1,-,-,0.1,-,0.8,0.8,0.1,0.9,0.7,0.4,0.3,0.3,-,-,-,0.4,-,0.4,0.1,7.1,0.1,-,4.8,2.2,0.5,0.6,-,-,-,-,0.8,-,0.4,0.4,0.4,0.1,0.5,Richarlison,2(8),294,3,1,1,-,0.8,69,0.8,-,6.53
258,Victor Kristiansen,Leicester,22 years old (16-12-2002),181cm,Denmark,"Defender (Left), Midfielder (Left)",2.2,0.7,1.5,-,-,-,-,-,-,-,0.5,0.3,0.8,-,-,2.3,0.3,0.3,0.6,0.6,0.6,-,-,-,-,1.4,0.6,0.2,0.5,0.1,35.9,1.5,2.3,27.9,4.1,0.5,0.4,-,-,-,-,0.1,-,-,0.1,3,1.4,4.5,Victor Kristiansen,28,2388,-,1,1,-,0.1,82.1,0.7,-,6.53
259,Ryan Sessegnon,Fulham,24 years old (18-05-2000),178cm,England,"Defender (Left), Midfielder (Left, Right)",0.8,0.4,0.4,-,-,-,-,-,0.1,0.1,-,0.2,0.5,-,-,0.3,0.6,0.3,0.9,0.1,1,0.3,-,0.3,-,0.2,0.4,-,0.4,-,6.3,0.2,-,4.6,1.5,1.1,0.6,-,-,-,-,1,-,-,1,0.7,0.5,1.2,Ryan Sessegnon,3(7),245,3,1,-,-,1,76.2,0.4,-,6.53
