,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
358,Ibrahim Mbaye,Paris Saint-Germain,Ligue1,17 years old (24-01-2008),-,France,Forward,Right Winger,right,2(5),157.0,1,-,-,-,88.5,0.3,-,6.34,"Jun 30, 2027",€2.00m
359,John Patrick,Stade Reims,Ligue1,21 years old (24-09-2003),"1,92m",Spain,Defensive Midfielder (C),Central Midfield,right,5(5),485.0,-,-,-,-,73.7,1,-,6.34,"Jun 30, 2029",€1.00m
360,George Ilenikhena,AS Monaco,Ligue1,18 years old (16-08-2006),"1,85m",France,Forward,Centre-Forward,left,5(17),634.0,3,2,-,-,72.2,0.6,-,6.34,"Jun 30, 2029",€15.00m
361,Joris Chotard,Montpellier HSC,Ligue1,23 years old (24-09-2001),"1,79m",France,Defensive Midfielder (C),Defensive Midfield,right,21(2),1690.0,1,-,5,-,84.5,0.7,-,6.34,"Jun 30, 2026",€7.00m
362,Kjetil Haug,FC Toulouse,Ligue1,26 years old (12-06-1998),"1,87m",Norway,Goalkeeper,Goalkeeper,right,5(1),497.0,-,-,-,-,59,-,-,6.34,"Jun 30, 2026",€600k
363,Mathieu Cafaro,Paris FC,Ligue1,28 years old (25-03-1997),178cm,France,"Attacking Midfielder (Centre, Left, Right)",,,9(6),733.0,1,-,3,1,75.2,0.2,-,6.33,,
364,Hianga'a Mbock,Red Star,Ligue1,25 years old (28-12-1999),186cm,France,Defensive Midfielder (C),,,0(1),20.0,-,-,-,-,82.4,1,-,6.33,,
365,Robinio Vaz,Olympique Marseille,Ligue1,18 years old (17-02-2007),185cm,,Forward,,,0(2),74.0,-,-,-,-,28.6,1.5,-,6.33,,
366,Tanguy Coulibaly,Montpellier HSC,Ligue1,24 years old (18-02-2001),"1,79m",France,"Midfielder (Centre, Left, Right), Forward",Right Winger,left,14(8),1242.0,2,-,2,2,80.5,1,-,6.33,"Jun 30, 2026",€1.80m
367,Mohamed Meïté,Stade Rennais FC,Ligue1,17 years old (11-10-2007),-,,Forward,Centre-Forward,right,4(6),446.0,2,-,-,-,68.4,1.2,-,6.33,"Jun 30, 2028",€600k
368,Khalil Fayad,Montpellier HSC,Ligue1,20 years old (09-06-2004),"1,72m",France,"Midfielder (Centre, Left)",Central Midfield,right,8(10),846.0,-,-,4,-,86.7,0.4,-,6.32,"Jun 30, 2027",€4.00m
369,Henrik Meister,Pisa,Ligue1,21 years old (13-11-2003),192cm,Denmark,Forward,,,0(4),59.0,1,-,-,-,78.6,0.5,-,6.32,,
370,Wesley Saïd,RC Lens,Ligue1,30 years old (19-04-1995),"1,71m",France,"Attacking Midfielder (Centre, Left, Right), Forward",Centre-Forward,right,11(11),894.0,3,-,3,-,80.7,0.5,1,6.32,"Jun 30, 2026",€3.50m
371,Ismaël Koné,Stade Rennais FC,Ligue1,22 years old (16-06-2002),"1,88m",Canada,Midfielder (Centre),Central Midfield,right,3(5),361.0,-,-,-,-,87.6,0.3,-,6.32,"Jun 30, 2025",€10.00m
372,Oussama Targhalline,Feyenoord,Ligue1,22 years old (20-05-2002),186cm,France,Midfielder (Centre),,,12(2),995.0,-,-,-,-,83.1,0.6,-,6.32,,
373,Frank Magri,FC Toulouse,Ligue1,25 years old (04-09-1999),"1,78m",France,"Attacking Midfielder (Centre), Forward",Centre-Forward,right,14(14),1285.0,5,-,5,1,72.4,1.3,-,6.32,"Jun 30, 2026",€2.50m
374,Niklas Schmidt,FC Toulouse,Ligue1,27 years old (01-03-1998),"1,84m",Germany,"Midfielder (Centre), Forward",Central Midfield,both,2(7),200.0,-,1,-,-,83.5,0.1,-,6.32,"Jun 30, 2027",€2.00m
375,Ibrahim Sissoko,AS Saint-Étienne,Ligue1,29 years old (27-11-1995),"1,92m",Mali,Forward,Centre-Forward,right,8(10),810.0,3,1,1,-,67.3,1.6,-,6.31,"Jun 30, 2026",€2.00m
376,Nicolas Pays,Montpellier HSC,Ligue1,21 years old (07-07-2003),"1,77m",,Forward,Attacking Midfield,left,4(5),447.0,-,-,-,-,82.9,0.6,-,6.31,-,€700k
377,Yunis Abdelhamid,AS Saint-Étienne,Ligue1,37 years old (28-09-1987),"1,90m",Morocco,Defender (Centre),Centre-Back,left,11(4),1026.0,-,-,2,-,86.9,1.3,-,6.31,"Jun 30, 2025",€500k
378,Bilal Nadir,Olympique Marseille,Ligue1,21 years old (28-11-2003),"1,79m",France,Attacking Midfielder (Centre),Central Midfield,left,5(9),356.0,1,-,2,-,88.7,0.3,-,6.31,"Jun 30, 2026",€5.00m
379,Yassin Belkhdim,Angers SCO,Ligue1,23 years old (14-02-2002),"1,75m",France,Midfielder (Centre),Central Midfield,right,14(13),1341.0,1,-,3,-,83.2,0.2,-,6.31,"Jun 30, 2027",€800k
380,Paul Joly,AJ Auxerre,Ligue1,24 years old (07-06-2000),"1,82m",France,Defender (Right),Right-Back,right,8(15),828.0,-,1,3,1,72,0.6,1,6.31,"Jun 30, 2027",€2.00m
381,Jim Allevinah,Angers SCO,Ligue1,30 years old (27-02-1995),"1,72m",Gabon,"Midfielder (Centre, Left, Right)",Right Winger,right,22(4),1624.0,-,3,3,-,79.6,0.4,-,6.31,"Jun 30, 2027",€1.80m
382,Eliot Matazo,Hull,Ligue1,23 years old (15-02-2002),170cm,Belgium,Defensive Midfielder (C),,,1(2),68.0,-,-,-,-,85,0.3,-,6.31,,
383,Étienne Youté,Le Havre AC,Ligue1,23 years old (14-01-2002),"1,96m",France,Defender (Centre),Centre-Back,right,23(2),2050.0,-,-,4,1,89.1,1,-,6.3,"Jun 30, 2026",€8.00m
384,Francis Coquelin,FC Nantes,Ligue1,33 years old (13-05-1991),"1,77m",France,"Midfielder (Centre, Left, Right)",Defensive Midfield,right,1(2),67.0,-,1,-,-,95.5,0.3,-,6.3,"Jun 30, 2025",€1.00m
385,Edimilson Fernandes,Stade Brestois 29,Ligue1,29 years old (15-04-1996),"1,87m",Switzerland,"Defender (Centre, Right), Midfielder (Centre, Right)",Defensive Midfield,right,10(7),923.0,-,1,1,-,86.7,0.6,-,6.3,"Jun 30, 2025",€3.50m
386,Shavy Babicka,FC Toulouse,Ligue1,24 years old (01-06-2000),"1,79m",Gabon,"Attacking Midfielder (Centre), Forward",Right Winger,right,11(18),1176.0,4,2,2,-,74.5,0.2,-,6.3,"Jun 30, 2027",€3.00m
387,Andrés Gómez,Stade Rennais FC,Ligue1,22 years old (12-09-2002),"1,71m",Colombia,Attacking Midfielder (Right),Right Winger,right,2(13),343.0,2,-,1,-,86.7,0.1,1,6.3,"Jun 30, 2029",€5.00m
388,Thibault De Smet,Paris FC,Ligue1,26 years old (05-06-1998),183cm,Belgium,"Defender (Left), Midfielder (Left)",,,2(3),190.0,-,-,-,-,91.2,0.2,-,6.29,,
389,Mamadou Coulibaly,AS Monaco,Ligue1,21 years old (21-04-2004),180cm,France,Midfielder,,,0(1),7.0,-,-,-,-,75,-,-,6.29,,
390,Théo Pellenard,Laval,Ligue1,31 years old (04-03-1994),184cm,France,Defender (Left),,,0(2),43.0,-,-,-,-,81.8,-,-,6.29,,
391,Yaël Nandjou,OGC Nice,Ligue1,19 years old (06-07-2005),"1,85m",France,Defender,Left-Back,left,2(1),155.0,-,-,-,-,75.5,1,-,6.29,"Jun 30, 2025",€150k
392,Fredrik Oppegård,AJ Auxerre,Ligue1,22 years old (07-08-2002),"1,75m",Norway,Defender (Left),Left-Back,left,1(6),169.0,-,-,-,-,85.9,0.3,-,6.29,"Jun 30, 2028",€600k
393,Yael Mouanga,Montpellier HSC,Ligue1,19 years old (23-07-2005),183cm,,Defender (Centre),,,7(4),736.0,-,-,3,-,87.1,1.2,-,6.28,,
394,Denis Genreau,Deportivo La Coruna,Ligue1,25 years old (21-05-1999),175cm,Australia,Attacking Midfielder (Centre),,,2(6),220.0,-,-,-,-,87.6,0.3,-,6.28,,
395,Herba Guirassy,FC Nantes,Ligue1,18 years old (29-08-2006),"1,86m",,Forward,Left Winger,,2(15),333.0,2,-,-,-,75.2,0.4,-,6.27,"Jun 30, 2028",€1.00m
396,Krépin Diatta,AS Monaco,Ligue1,26 years old (25-02-1999),"1,75m",Senegal,"Defender (Left, Right), Midfielder (Centre, Left, Right), Forward",Right Winger,right,2(14),418.0,-,-,1,-,78.2,0.8,-,6.27,"Jun 30, 2025",€10.00m
397,Meschack Elia,FC Nantes,Ligue1,27 years old (06-08-1997),"1,73m",DR Congo,"Attacking Midfielder (Right), Forward",Centre-Forward,right,1(7),165.0,1,-,-,-,71.7,0.3,-,6.27,"Jun 30, 2025",€5.00m
398,Ethan Mbappé,LOSC Lille,Ligue1,18 years old (29-12-2006),"1,80m",France,Midfielder,Central Midfield,left,1(9),216.0,-,-,3,-,79.2,0.1,-,6.26,"Jun 30, 2027",€5.00m
399,Teddy Teuma,Stade Reims,Ligue1,31 years old (30-09-1993),"1,76m",Malta,Attacking Midfielder (Centre),Central Midfield,left,9(8),749.0,1,-,1,-,84.5,0.2,-,6.26,"Jun 30, 2027",€4.00m
400,Ibrahima Niane,Angers SCO,Ligue1,26 years old (11-03-1999),"1,87m",Senegal,"Attacking Midfielder (Left), Forward",Centre-Forward,right,8(16),936.0,3,1,-,-,69.4,1.1,-,6.26,"Jun 30, 2025",€1.50m
401,Amidou Doumbouya,OGC Nice,Ligue1,17 years old (05-08-2007),"1,82m",,Defender,Centre-Back,left,0(2),44.0,-,-,-,-,81.8,-,-,6.26,"Jun 30, 2026",€300k
402,Jota,Celtic,Ligue1,26 years old (30-03-1999),175cm,Portugal,"Attacking Midfielder (Left, Right)",,,3(6),332.0,1,-,-,-,80.4,0.1,-,6.26,,
403,Emmanuel Sabbi,Vancouver Whitecaps,Ligue1,27 years old (24-12-1997),178cm,USA,"Attacking Midfielder (Centre, Left, Right), Forward",,,7(8),651.0,-,-,1,-,78.6,0.6,-,6.26,,
404,Kassoum Ouattara,AS Monaco,Ligue1,20 years old (14-10-2004),"1,76m",France,"Defender (Left), Midfielder (Left)",Left-Back,left,5(7),391.0,-,1,2,-,80,0.3,-,6.26,"Jun 30, 2028",€8.00m
405,Mohamed Bayo,Royal Antwerp,Ligue1,26 years old (04-06-1998),188cm,Guinea,Forward,,,4(8),306.0,2,1,1,-,70.7,0.3,-,6.26,,
406,Abdoul Ouattara,RC Strasbourg Alsace,Ligue1,19 years old (22-10-2005),"1,80m",France,Midfielder,Right Winger,,3(12),424.0,1,1,1,-,87.2,0.2,-,6.26,"Jun 30, 2029",€800k
407,Aïmen Moueffek,AS Saint-Étienne,Ligue1,24 years old (09-04-2001),"1,79m",France,Defensive Midfielder (C),Central Midfield,right,10(9),869.0,-,1,2,-,85.9,0.5,-,6.26,"Jun 30, 2028",€2.50m
408,Abdoul Koné,Stade Reims,Ligue1,20 years old (22-04-2005),"1,92m",France,Defender,Centre-Back,right,1(3),130.0,-,-,-,-,66.7,0.5,-,6.25,"Jun 30, 2027",€500k
409,Presnel Kimpembe,Paris Saint-Germain,Ligue1,29 years old (13-08-1995),"1,83m",France,Defender (Centre),Centre-Back,left,0(2),21.0,-,-,-,-,100,-,-,6.25,"Jun 30, 2026",€8.00m
410,Saïdou Sow,FC Nantes,Ligue1,22 years old (04-07-2002),"1,87m",Guinea,Defender (Centre),Centre-Back,right,11(1),1019.0,-,1,2,-,90.9,1.3,-,6.25,"Jun 30, 2025",€6.00m
411,Pierrick Capelle,Angers SCO,Ligue1,38 years old (15-04-1987),"1,81m",France,"Defender (Left), Midfielder (Centre, Left, Right)",Central Midfield,left,3(13),476.0,-,-,4,-,82.8,0.2,-,6.24,"Jun 30, 2025",€200k
412,Yvann Maçon,AS Saint-Étienne,Ligue1,26 years old (01-10-1998),"1,76m",France,"Defender (Left, Right), Midfielder (Right)",Right-Back,right,10(1),795.0,-,-,4,-,78.2,0.3,-,6.24,"Jun 30, 2025",€2.00m
413,Jonas Martin,Stade Brestois 29,Ligue1,35 years old (09-04-1990),"1,84m",France,"Midfielder (Centre, Left)",Defensive Midfield,right,5(10),479.0,1,-,2,-,89,0.3,-,6.24,"Jun 30, 2025",€800k
414,Andy Delort,Montpellier HSC,Ligue1,33 years old (09-10-1991),"1,81m",Algeria,"Attacking Midfielder (Right), Forward",Centre-Forward,right,8(1),611.0,-,-,1,-,52.7,3.2,-,6.24,"Jun 30, 2025",€2.00m
415,Reda Khadra,Stade Reims,Ligue1,23 years old (04-07-2001),"1,75m",Germany,"Attacking Midfielder (Centre, Left, Right), Forward",Attacking Midfield,right,0(4),78.0,-,-,-,-,81.5,-,-,6.24,"Jun 30, 2027",€2.50m
416,Pol Lirola,Olympique Marseille,Ligue1,27 years old (13-08-1997),"1,83m",Spain,"Defender (Centre, Right), Midfielder (Left, Right)",Right-Back,right,5(13),632.0,1,2,1,1,86.3,0.2,-,6.23,"Jun 30, 2026",€4.00m
417,Wahbi Khazri,Montpellier HSC,Ligue1,34 years old (08-02-1991),"1,76m",Tunisia,"Midfielder (Centre, Left, Right), Forward",Left Winger,right,10(18),1080.0,1,1,4,-,74.8,0.4,1,6.23,"Jun 30, 2025",€1.50m
418,Billal Brahimi,St.Truiden,Ligue1,25 years old (14-03-2000),183cm,Algeria,"Attacking Midfielder (Centre, Left, Right), Forward",,,1(1),76.0,-,-,-,-,93.8,-,-,6.23,,
419,Nordine Kandil,Amiens,Ligue1,23 years old (31-10-2001),167cm,France,Forward,,,0(1),9.0,-,-,-,-,50,1,-,6.23,,
420,Dehmaine Tabibou,FC Nantes,Ligue1,20 years old (17-04-2005),"1,83m",France,Midfielder,Central Midfield,left,0(10),74.0,-,-,-,-,78,0.2,-,6.23,"Jun 30, 2026",€100k
421,Valentín Carboni,Olympique Marseille,Ligue1,20 years old (05-03-2005),185cm,Argentina,Attacking Midfielder (Centre),,,1(3),101.0,-,-,1,-,88.3,0.5,-,6.23,,
422,Junior Mwanga,Le Havre AC,Ligue1,21 years old (11-05-2003),"1,84m",France,Defensive Midfielder (C),Defensive Midfield,both,2(6),291.0,-,-,-,-,90.5,0.3,-,6.23,"Jun 30, 2025",€6.00m
423,Ben Old,AS Saint-Étienne,Ligue1,22 years old (13-08-2002),"1,73m",,Midfielder,Left Winger,left,4(6),463.0,-,-,-,-,83.3,0.1,-,6.23,"Jun 30, 2028",€800k
424,Martín Satriano,RC Lens,Ligue1,24 years old (20-02-2001),"1,87m",Uruguay,Forward,Centre-Forward,right,0(4),39.0,-,-,-,-,62.5,0.8,-,6.23,"Jun 30, 2025",€5.00m
425,Jordan Ferri,Montpellier HSC,Ligue1,33 years old (12-03-1992),"1,73m",France,Midfielder (Centre),Central Midfield,right,18(4),1568.0,-,1,5,1,90.3,0.6,-,6.22,"Jun 30, 2026",€2.50m
426,Jacques Ekomié,Angers SCO,Ligue1,21 years old (19-08-2003),"1,79m",France,Defender (Left),Left-Back,right,6(9),609.0,-,-,1,-,77.1,0.7,-,6.22,"Jun 30, 2027",€800k
427,Jeremy Agbonifo,RC Lens,Ligue1,19 years old (24-10-2005),"1,78m",,Forward,Right Winger,left,1(7),298.0,1,-,1,-,75,0.1,-,6.22,"Jun 30, 2025",€5.00m
428,Ange Tia,Stade Reims,Ligue1,18 years old (20-11-2006),178cm,,Midfielder,,,0(3),24.0,-,-,-,-,78.6,0.7,-,6.22,,
429,Nhoa Sangui,Stade Reims,Ligue1,19 years old (27-02-2006),"1,78m",France,Defender (Left),Left-Back,left,10(14),1088.0,-,2,3,-,84.3,0.2,-,6.22,"Jun 30, 2027",€2.50m
430,Bamba Dieng,Angers SCO,Ligue1,25 years old (23-03-2000),"1,78m",Senegal,"Attacking Midfielder (Left), Forward",Centre-Forward,right,5(13),525.0,3,-,2,-,80.6,0.6,-,6.21,"Jun 30, 2025",€3.50m
431,Rémy Descamps,Olympique Lyon,Ligue1,28 years old (25-06-1996),"1,96m",France,Goalkeeper,Goalkeeper,left,1,90.0,-,-,-,-,89.3,-,-,6.21,"Jun 30, 2027",€1.50m
432,Sékou Mara,RC Strasbourg Alsace,Ligue1,22 years old (30-07-2002),"1,83m",France,Forward,Centre-Forward,right,6(17),637.0,1,1,2,-,68.8,0.8,-,6.21,"Jun 30, 2029",€6.00m
433,Pape Diong,RC Strasbourg Alsace,Ligue1,18 years old (15-06-2006),"1,93m",Senegal,Midfielder,Defensive Midfield,right,1(8),76.0,1,-,-,-,83.9,0.4,-,6.2,"Jun 30, 2029",€800k
434,Noah Edjouma,FC Toulouse,Ligue1,19 years old (04-10-2005),"1,82m",France,Forward,Right Winger,right,1(9),165.0,2,-,-,1,75.6,0.2,-,6.2,"Jun 30, 2027",€500k
435,Edhy Zuliani,FC Toulouse,Ligue1,20 years old (11-08-2004),175cm,,Midfielder,,,0(1),8.0,-,-,-,-,100,-,-,6.2,,
436,Ousmane Touré,Valenciennes,Ligue1,20 years old (18-02-2005),187cm,France,Defender,,,0(1),5.0,-,-,-,-,80,1,-,6.2,,
437,Wilfried Zaha,Charlotte FC,Ligue1,32 years old (10-11-1992),180cm,Ivory Coast,"Attacking Midfielder (Left, Right), Forward",,,1(3),71.0,-,-,-,-,87.5,-,-,6.2,,
438,Maxime Bernauer,AS Saint-Étienne,Ligue1,26 years old (01-07-1998),"1,85m",France,Defender (Centre),Centre-Back,right,6(2),537.0,-,-,2,1,87.5,1.1,-,6.2,"Jun 30, 2025",€2.00m
439,Nabil Bentaleb,LOSC Lille,Ligue1,30 years old (24-11-1994),"1,87m",Algeria,Midfielder (Centre),Defensive Midfield,left,1(7),168.0,1,-,-,-,87.9,0.3,-,6.2,"Jun 30, 2026",€8.00m
440,Warmed Omari,Olympique Lyon,Ligue1,25 years old (23-04-2000),"1,88m",France,Defender (Centre),Centre-Back,right,0(1),7.0,-,-,-,-,100,-,-,6.19,"Jun 30, 2025",€4.00m
441,Fabien Centonze,FC Nantes,Ligue1,29 years old (16-01-1996),"1,82m",France,"Defender (Right), Midfielder (Right)",Right-Back,right,1(3),95.0,-,-,-,-,80,0.3,-,6.19,"Jun 30, 2027",€2.00m
442,Lucas Michal,AS Monaco,Ligue1,19 years old (22-06-2005),-,France,Forward,Left Winger,right,0(7),94.0,-,-,-,-,86.1,0.4,-,6.19,"Jun 30, 2029",€500k
443,Florian Ayé,AJ Auxerre,Ligue1,28 years old (19-01-1997),"1,84m",France,Forward,Centre-Forward,right,4(19),520.0,2,-,-,-,76.3,0.5,-,6.18,"Jun 30, 2026",€1.50m
444,Caleb Wiley,Watford,Ligue1,20 years old (22-12-2004),180cm,USA,"Defender (Left), Midfielder (Left)",,,3(3),268.0,-,1,1,-,81.1,-,-,6.18,,
445,Mathis Amougou,Chelsea FC,Ligue1,19 years old (18-01-2006),177cm,France,Midfielder (Centre),,,9(8),858.0,-,-,2,-,78.3,0.2,-,6.17,,
446,Ben Viadère,AJ Auxerre,Ligue1,19 years old (02-09-2005),176cm,France,Forward,,,0(1),4.0,-,-,-,-,50,-,-,6.17,,
447,Rayan Fofana,RC Lens,Ligue1,19 years old (12-02-2006),182cm,,Forward,,,0(2),24.0,-,-,-,-,62.5,-,-,6.17,,
448,Florent Mollet,FC Nantes,Ligue1,33 years old (19-11-1991),"1,75m",France,"Attacking Midfielder (Centre, Left, Right)",Attacking Midfield,right,3(6),241.0,-,-,1,-,85.7,0.1,-,6.17,"Jun 30, 2025",€1.50m
449,Younes Lachaab,LOSC Lille,Ligue1,20 years old (06-01-2005),185cm,France,Forward,,,0(2),7.0,-,-,-,-,50,-,-,6.17,,
450,Prosper Peter,Angers SCO,Ligue1,17 years old (09-08-2007),,,Forward,,,0(1),19.0,-,-,-,-,100,-,-,6.16,,
451,Marvin Senaya,FC Lausanne-Sport,Ligue1,24 years old (28-01-2001),181cm,France,"Defender (Right), Midfielder (Right)",,,1(9),221.0,-,-,3,-,85,0.3,-,6.16,,
452,Mama Baldé,Stade Brestois 29,Ligue1,29 years old (06-11-1995),"1,76m",Guinea-Bissau,"Defender (Right), Midfielder (Centre, Left, Right), Forward",Centre-Forward,right,0(2),31.0,-,-,-,-,66.7,0.5,-,6.15,"Jun 30, 2027",€4.50m
453,Victor Orakpo,OGC Nice,Ligue1,19 years old (14-01-2006),"1,94m",Nigeria,Forward,Centre-Forward,right,0(4),32.0,-,-,-,-,88.2,0.5,-,6.15,"Jun 30, 2028",€500k
454,Yanis Issoufou,Montpellier HSC,Ligue1,18 years old (28-10-2006),182cm,,Forward,,,1(3),75.0,-,-,-,-,62.5,-,-,6.15,,
455,Birama Touré,Montpellier HSC,Ligue1,32 years old (06-06-1992),183cm,Mali,Defensive Midfielder (C),,,2(6),298.0,-,-,3,-,82.1,0.5,-,6.15,,
456,Ignatius Ganago,New England Revolution,Ligue1,26 years old (16-02-1999),179cm,Cameroon,"Attacking Midfielder (Left, Right), Forward",,,1(10),231.0,-,-,1,-,79.5,0.4,-,6.14,,
457,Kyllian Antonio,RC Lens,Ligue1,17 years old (04-01-2008),183cm,,Defender,,,2(1),140.0,-,-,-,-,85.2,0.7,-,6.14,,
458,Sékou Doucouré,FC Nantes,Ligue1,20 years old (26-04-2005),187cm,France,Defender,,,0(2),11.0,-,-,-,-,80,0.5,-,6.14,,
459,Óscar Perea,RC Strasbourg Alsace,Ligue1,19 years old (27-09-2005),"1,74m",Colombia,Forward,Left Winger,right,0(1),6.0,-,-,-,-,100,-,-,6.13,"Jun 30, 2029",€2.50m
460,Lilian Brassier,Stade Rennais FC,Ligue1,25 years old (02-11-1999),"1,86m",France,"Defender (Centre, Left)",Centre-Back,left,9(3),780.0,-,-,3,-,87.1,1.4,-,6.13,"Jun 30, 2025",€10.00m
461,Othmane Maamma,Montpellier HSC,Ligue1,19 years old (06-10-2005),"1,82m",Morocco,Forward,Right Winger,both,2(10),354.0,1,1,1,-,67.9,0.2,-,6.13,"Jun 30, 2027",€800k
462,Miha Zajc,FC Toulouse,Ligue1,30 years old (01-07-1994),"1,78m",Slovenia,"Midfielder (Centre), Forward",Central Midfield,right,1(17),235.0,-,-,2,-,85.3,0.2,-,6.13,"Jun 30, 2025",€1.80m
463,Pierre Cornud,AS Saint-Étienne,Ligue1,28 years old (12-12-1996),"1,77m",France,Defender (Left),Left-Back,left,7(4),576.0,-,-,2,-,83.9,0.3,-,6.13,"Jun 30, 2026",€1.00m
464,Jérémy Sebas,SC Bastia,Ligue1,22 years old (14-04-2003),187cm,France,Forward,,,1(12),182.0,-,-,-,-,69.2,0.2,-,6.12,,
465,Igor Miladinovic,AS Saint-Étienne,Ligue1,21 years old (08-06-2003),"1,66m",,Midfielder,Attacking Midfield,right,0(3),23.0,-,-,-,-,80,0.7,-,6.12,"Jun 30, 2028",€1.50m
466,Naatan Skyttä,Dunkerque,Ligue1,22 years old (07-05-2002),170cm,Finland,Midfielder,,,0(1),4.0,-,-,-,-,100,-,-,6.12,,
467,Tom Pouilly,RC Lens,Ligue1,21 years old (18-06-2003),"1,80m",France,Midfielder,Defensive Midfield,right,0(7),110.0,-,-,1,-,79.8,-,-,6.12,"Jun 30, 2027",€100k
468,Eduard Sobol,RC Strasbourg Alsace,Ligue1,30 years old (20-04-1995),"1,86m",Ukraine,"Defender (Left), Midfielder (Left)",Left-Back,left,0(10),87.0,-,-,2,-,73.1,0.3,-,6.12,"Jun 30, 2026",€1.20m
469,Axel Gueguin,Montpellier HSC,Ligue1,20 years old (24-03-2005),170cm,France,Forward,,,0(1),22.0,-,-,-,-,80,-,-,6.11,,
470,Martin Adeline,Troyes,Ligue1,21 years old (02-12-2003),180cm,France,Midfielder,,,0(1),25.0,-,-,-,-,80,-,-,6.11,,
471,Gabriel Barès,Burgos CF,Ligue1,24 years old (29-08-2000),187cm,Switzerland,Midfielder,,,0(6),50.0,-,-,-,-,87.2,-,-,6.11,,
472,Justin-Noël Kalumba,Angers SCO,Ligue1,20 years old (25-12-2004),180cm,France,Defender (Left),,,0(2),29.0,-,-,-,-,90,-,-,6.11,,
473,Terem Moffi,OGC Nice,Ligue1,25 years old (25-05-1999),"1,88m",Nigeria,"Attacking Midfielder (Right), Forward",Centre-Forward,left,0(3),42.0,-,-,-,-,57.1,1,-,6.11,"Jun 30, 2027",€15.00m
474,Keyliane Abdallah,Olympique Marseille,Ligue1,19 years old (05-04-2006),185cm,France,Forward,,,0(1),2.0,-,-,-,-,100,-,-,6.1,,
475,David Costa,Portland Timbers,Ligue1,24 years old (05-01-2001),168cm,Portugal,"Attacking Midfielder (Centre, Left)",,,3(8),349.0,-,-,-,1,89.8,-,-,6.1,,
476,Luiz Felipe,Olympique Marseille,Ligue1,28 years old (22-03-1997),"1,87m",Italy,Defender (Centre),Centre-Back,right,1(1),75.0,-,-,-,-,90,-,-,6.09,"Jun 30, 2026",€6.00m
477,Amine Salama,Stade Reims,Ligue1,24 years old (18-07-2000),192cm,France,Forward,,,2(15),362.0,-,-,-,-,79.5,0.1,-,6.09,,
478,Hamidou Makalou,Stade Brestois 29,Ligue1,18 years old (15-07-2006),"1,64m",Mali,Midfielder,Defensive Midfield,right,0(2),16.0,-,-,-,-,100,-,-,6.09,"Jun 30, 2029",€200k
479,Issiaga Camara,OGC Nice,Ligue1,20 years old (02-02-2005),175cm,,Midfielder (Centre),,,0(4),16.0,-,-,-,-,93.8,-,-,6.08,,
480,Ayanda Sishuba,Stade Rennais FC,Ligue1,20 years old (02-02-2005),"1,69m",Belgium,Midfielder,Attacking Midfield,right,0(1),2.0,-,-,-,-,-,-,-,6.08,"Jun 30, 2029",€2.00m
481,Orel Mangala,Everton FC,Ligue1,27 years old (18-03-1998),178cm,Belgium,Midfielder (Centre),,,1,68.0,-,-,-,-,93.3,-,-,6.07,,
482,Samuel Grandsir,Caen,Ligue1,28 years old (14-08-1996),170cm,France,"Attacking Midfielder (Left, Right)",,,0(6),79.0,-,-,-,-,73.1,-,-,6.07,,
483,Gabriel Moscardo,Stade Reims,Ligue1,19 years old (28-09-2005),"1,85m",Brazil,Defensive Midfielder (C),Defensive Midfield,right,0(6),80.0,-,-,1,-,78.9,0.5,-,6.07,"Jun 30, 2025",€10.00m
484,Axel Camblan,Valenciennes,Ligue1,21 years old (30-08-2003),168cm,France,Midfielder,,,0(2),24.0,-,-,-,-,50,-,-,6.07,,
485,Lamine Fomba,AS Saint-Étienne,Ligue1,27 years old (26-01-1998),"1,88m",France,Defensive Midfielder (C),Defensive Midfield,right,3(4),216.0,-,-,2,-,84,0.4,-,6.06,"Jun 30, 2026",€700k
486,Falaye Sacko,Montpellier HSC,Ligue1,29 years old (01-05-1995),"1,80m",Mali,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,14(2),1236.0,-,1,1,-,84.6,0.6,-,6.05,"Jun 30, 2026",€2.00m
487,Steve Ngoura,Cercle Bruges,Ligue1,20 years old (22-02-2005),185cm,France,Forward,,,2(6),284.0,-,-,-,-,67.3,0.6,-,6.05,,
488,Saliou Diop,Stade Brestois 29,Ligue1,19 years old (12-05-2005),193cm,Senegal,Forward,,,0(2),3.0,-,-,-,-,100,-,-,6.05,,
489,Naouirou Ahamada,Stade Rennais FC,Ligue1,23 years old (29-03-2002),"1,83m",France,Midfielder (Centre),Central Midfield,right,0(3),55.0,-,-,-,-,81,-,-,6.04,"Jun 30, 2025",€5.00m
490,Álex Domínguez,FC Toulouse,Ligue1,26 years old (30-07-1998),187cm,Spain,Goalkeeper,,,0(1),18.0,-,-,-,-,70,-,-,6.04,,
491,Sidiki Cherif,Angers SCO,Ligue1,18 years old (15-12-2006),"1,85m",France,Forward,Centre-Forward,right,3(4),322.0,-,-,-,-,56.1,0.4,-,6.04,"Jun 30, 2028",€1.00m
492,Yoann Cisse,AJ Auxerre,Ligue1,20 years old (13-12-2004),175cm,France,Midfielder,,,0(2),4.0,-,-,-,-,66.7,-,-,6.04,,
