,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
361,Darko Brasanac,CD Leganés,Laliga,33 years old (12-02-1992),"1,78m",Serbia,"Midfielder (Centre, Right)",Central Midfield,right,14(12),1469.0,1,2,3,-,75.7,0.8,-,6.38,"Jun 30, 2025",€600k
362,Adri Embarba,Rayo Vallecano,Laliga,32 years old (07-05-1992),"1,73m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,right,15(16),1422.0,1,1,4,-,74.7,0.4,-,6.37,"Jun 30, 2025",€1.50m
363,Iván Martín,Girona FC,Laliga,26 years old (14-02-1999),"1,78m",Spain,"Midfielder (Centre, Right)",Attacking Midfield,left,21(6),1759.0,1,1,1,-,91.1,0.1,-,6.37,"Jun 30, 2028",€10.00m
364,Toni Lato,RCD Mallorca,Laliga,27 years old (21-11-1997),"1,71m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,5(6),457.0,-,-,-,1,75.8,0.5,-,6.37,"Jun 30, 2027",€2.00m
365,James Rodríguez,Leon,Laliga,33 years old (12-07-1991),180cm,Colombia,"Attacking Midfielder (Centre, Left, Right), Forward",,,1(5),136.0,-,-,1,-,89.2,0.3,-,6.37,,
366,Luken Beitia,Real Sociedad,Laliga,20 years old (30-06-2004),191cm,Spain,Defender,,,0(1),7.0,-,-,-,-,100,1,-,6.37,,
367,Jailson,Celta de Vigo,Laliga,29 years old (07-09-1995),"1,87m",Brazil,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,6(7),613.0,-,-,2,-,90.6,1.4,-,6.37,"Jun 30, 2025",€1.50m
368,Adrià Alti,CD Leganés,Laliga,24 years old (28-03-2001),170cm,Spain,"Defender (Right), Midfielder (Right)",,,15(3),1276.0,-,-,5,-,79.8,0.5,1,6.36,,
369,Fernando Calero,RCD Espanyol Barcelona,Laliga,29 years old (14-09-1995),"1,84m",Spain,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,3(13),455.0,1,-,-,-,84.3,0.4,-,6.36,"Jun 30, 2026",€1.50m
370,Stanis Idumbo,Sevilla FC,Laliga,19 years old (29-06-2005),"1,71m",Belgium,Midfielder,Attacking Midfield,right,3(11),280.0,1,1,-,-,83.3,0.1,-,6.36,"Jun 30, 2028",€2.50m
371,Gerard Gumbau,Rayo Vallecano,Laliga,30 years old (18-12-1994),"1,88m",Spain,Defensive Midfielder (C),Defensive Midfield,left,7(11),765.0,-,1,4,-,80.1,0.8,-,6.36,"Jun 30, 2025",€2.00m
372,Chimy Ávila,Real Betis Balompié,Laliga,31 years old (06-02-1994),"1,72m",Argentina,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,6(13),672.0,2,-,5,1,76.1,0.4,1,6.36,"Jun 30, 2027",€2.50m
373,Jon Olasagasti,Real Sociedad,Laliga,24 years old (16-08-2000),"1,76m",Spain,Midfielder (Centre),Central Midfield,left,7(13),789.0,1,1,2,-,77.7,0.6,-,6.36,"Jun 30, 2027",€2.50m
374,Aleksandar Sedlar,Deportivo Alavés,Laliga,33 years old (13-12-1991),"1,80m",Serbia,Defender (Centre),Centre-Back,right,6(2),515.0,-,-,1,1,82,1,-,6.36,"Jun 30, 2025",€400k
375,Ander Guevara,Deportivo Alavés,Laliga,27 years old (07-07-1997),"1,80m",Spain,Defensive Midfielder (C),Central Midfield,right,16(13),1607.0,-,1,1,-,78.3,0.9,-,6.36,"Jun 30, 2027",€4.00m
376,Marcos André,Real Valladolid CF,Laliga,28 years old (20-10-1996),"1,85m",,Forward,Centre-Forward,right,14(7),1185.0,1,2,5,-,66.8,2.3,-,6.36,"Jun 30, 2029",€1.20m
377,Abel Ruiz,Girona FC,Laliga,25 years old (28-01-2000),"1,82m",Spain,Forward,Centre-Forward,right,16(3),1239.0,4,-,3,-,89.5,0.4,-,6.36,"Jun 30, 2029",€6.00m
378,Stanko Juric,Real Valladolid CF,Laliga,28 years old (16-08-1996),"1,88m",Croatia,Defensive Midfielder (C),Defensive Midfield,right,18(7),1650.0,-,-,5,1,84.8,1.8,-,6.36,"Jun 30, 2027",€1.50m
379,Cristhian Stuani,Girona FC,Laliga,38 years old (12-10-1986),"1,84m",Uruguay,"Attacking Midfielder (Centre, Left, Right), Forward",Centre-Forward,right,2(25),721.0,8,2,3,-,70.3,0.5,1,6.36,"Jun 30, 2026",€1.20m
380,Cyle Larin,RCD Mallorca,Laliga,30 years old (17-04-1995),"1,88m",Canada,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,19(8),1562.0,6,2,4,-,68.3,2.1,1,6.35,"Jun 30, 2028",€3.50m
381,Jesús Vázquez,Valencia CF,Laliga,22 years old (02-01-2003),"1,82m",Spain,Defender (Left),Left-Back,left,9(7),802.0,-,-,3,-,76.5,0.6,-,6.35,"Jun 30, 2026",€3.00m
382,Ander Barrenetxea,Real Sociedad,Laliga,23 years old (27-12-2001),"1,75m",Spain,"Midfielder (Left, Right)",Left Winger,right,12(13),1075.0,1,3,5,-,76.9,0.3,-,6.35,"Jun 30, 2030",€18.00m
383,Siebe Van der Heyden,FC St. Pauli,Laliga,26 years old (30-05-1998),185cm,Belgium,Defender (Centre),,,1(1),96.0,-,-,-,-,90.5,1,-,6.35,,
384,Florian Grillitsch,Real Valladolid CF,Laliga,29 years old (07-08-1995),"1,87m",Austria,"Defender (Centre), Midfielder (Centre, Left)",Defensive Midfield,right,6(3),464.0,-,-,1,-,82.7,0.3,-,6.34,"Jun 30, 2025",€3.00m
385,Valentín Barco,RC Strasbourg Alsace,Laliga,20 years old (23-07-2004),170cm,Argentina,"Defender (Left), Midfielder (Centre, Left)",,,3(4),287.0,-,-,-,-,79.3,-,-,6.34,,
386,Randy Nteka,Rayo Vallecano,Laliga,27 years old (06-12-1997),"1,89m",Spain,"Attacking Midfielder (Centre), Forward",Attacking Midfield,left,16(8),1138.0,3,-,6,-,66.1,1.7,-,6.34,"Jun 30, 2028",€1.50m
387,Dimitri Foulquier,Valencia CF,Laliga,32 years old (23-03-1993),"1,83m",France,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,23(7),2151.0,-,1,6,-,81.4,0.3,-,6.34,"Jun 30, 2025",€2.00m
388,Brian Oliván,RCD Espanyol Barcelona,Laliga,31 years old (01-04-1994),"1,75m",Spain,"Defender (Centre, Left)",Left-Back,left,12(5),1017.0,-,1,2,-,75.4,0.2,-,6.34,"Jun 30, 2025",€2.00m
389,William Carvalho,Real Betis Balompié,Laliga,33 years old (07-04-1992),"1,87m",Portugal,Midfielder (Centre),Defensive Midfield,right,4(5),327.0,-,-,-,-,86.1,0.7,1,6.34,"Jun 30, 2026",€2.00m
390,Oriol Romeu,Girona FC,Laliga,33 years old (24-09-1991),"1,83m",Spain,Defensive Midfielder (C),Defensive Midfield,right,16(5),1242.0,-,-,5,-,90.6,0.6,-,6.34,"Jun 30, 2025",€1.80m
391,Pau Cabanes,Deportivo Alavés,Laliga,20 years old (17-02-2005),"1,79m",Spain,Forward,Centre-Forward,right,0(10),156.0,1,-,-,-,76.9,0.1,-,6.34,"Jun 30, 2025",€800k
392,Tasos Douvikas,Como 1907,Laliga,25 years old (02-08-1999),186cm,Greece,"Attacking Midfielder (Right), Forward",,,6(14),692.0,3,1,2,-,71.4,0.8,-,6.33,,
393,Damián Rodríguez,Celta de Vigo,Laliga,22 years old (17-03-2003),"1,80m",Spain,Midfielder (Centre),Defensive Midfield,left,9(7),880.0,-,-,3,-,91.6,-,-,6.33,"Jun 30, 2028",€3.00m
394,Jesús Navas,Sevilla FC,Laliga,39 years old (21-11-1985),172cm,Spain,"Defender (Right), Midfielder (Right)",,,3(12),416.0,1,-,-,-,83.3,0.4,-,6.33,,
395,Antonio Sánchez,RCD Mallorca,Laliga,28 years old (22-04-1997),"1,79m",Spain,"Defender (Right), Midfielder (Centre, Right)",Central Midfield,right,9(19),1154.0,-,-,2,-,75.8,0.2,-,6.33,"Jun 30, 2027",€2.50m
396,Juanmi,Getafe CF,Laliga,31 years old (20-05-1993),"1,72m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,8(4),667.0,-,-,2,-,75.9,0.5,-,6.33,"Jun 30, 2025",€2.80m
397,Juan Bernat,Getafe CF,Laliga,32 years old (01-03-1993),"1,70m",Spain,"Defender (Left), Midfielder (Centre, Left)",Left-Back,left,1(9),205.0,-,1,-,-,81.9,0.5,-,6.33,"Jun 30, 2025",€2.50m
398,Borja Mayoral,Getafe CF,Laliga,28 years old (05-04-1997),"1,82m",Spain,"Attacking Midfielder (Right), Forward",Centre-Forward,right,3(16),742.0,4,1,-,-,81.4,0.8,-,6.33,"Jun 30, 2027",€9.00m
399,Ansu Fati,FC Barcelona,Laliga,22 years old (31-10-2002),"1,78m",Spain,"Attacking Midfielder (Left), Forward",Left Winger,right,2(3),187.0,-,-,1,-,85.6,0.4,-,6.33,"Jun 30, 2027",€5.00m
400,Carlos Benavídez,Deportivo Alavés,Laliga,27 years old (30-03-1998),185cm,Uruguay,Defensive Midfielder (C),,,6(8),370.0,1,1,2,-,73.3,0.4,-,6.33,,
401,Kike Barja,CA Osasuna,Laliga,28 years old (01-04-1997),"1,79m",Spain,"Attacking Midfielder (Left, Right)",Right Winger,right,3(8),259.0,-,-,3,-,78,0.5,-,6.32,"Jun 30, 2026",€1.80m
402,Nabil Aberdin,PFC Sochi,Laliga,22 years old (23-08-2002),180cm,France,Defender,,,4(3),263.0,-,-,1,-,60,1.4,-,6.32,,
403,Alfonso Pedraza,Villarreal CF,Laliga,29 years old (09-04-1996),"1,84m",Spain,"Defender (Left), Midfielder (Left)",Left-Back,left,2(7),275.0,-,-,-,-,75,0.4,-,6.32,"Jun 30, 2026",€2.50m
404,Pablo Ibáñez,CA Osasuna,Laliga,26 years old (20-09-1998),"1,79m",Spain,Defensive Midfielder (C),Central Midfield,right,9(15),1023.0,1,1,3,-,76.8,0.7,-,6.32,"Jun 30, 2025",€2.30m
405,Tomás Conechny,Deportivo Alavés,Laliga,27 years old (30-03-1998),"1,76m",Argentina,"Attacking Midfielder (Left), Forward",Left Winger,left,9(9),793.0,1,-,6,-,67.4,1.1,-,6.32,"Jun 30, 2028",€2.00m
406,Álex Sola,Getafe CF,Laliga,25 years old (09-06-1999),"1,78m",Spain,"Defender (Right), Midfielder (Left, Right)",Right Winger,right,13(6),1037.0,-,1,4,-,68.8,1,-,6.31,"Jun 30, 2027",€3.00m
407,Takuma Asano,RCD Mallorca,Laliga,30 years old (10-11-1994),"1,73m",Japan,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,right,12(7),963.0,2,-,-,-,72.2,0.3,-,6.31,"Jun 30, 2026",€2.50m
408,David Alaba,Real Madrid,Laliga,32 years old (24-06-1992),"1,80m",Austria,"Defender (Centre, Left), Midfielder (Centre, Left)",Centre-Back,left,4(3),317.0,-,-,1,-,91.9,0.6,-,6.31,"Jun 30, 2026",€10.00m
409,Tajon Buchanan,Villarreal CF,Laliga,26 years old (08-02-1999),"1,83m",Canada,"Defender (Right), Midfielder (Centre, Left, Right)",Right Winger,right,3(6),276.0,-,1,1,-,77,0.3,-,6.31,"Jun 30, 2025",€6.00m
410,Ander Herrera,Boca Juniors,Laliga,35 years old (14-08-1989),182cm,Spain,Midfielder (Centre),,,2(6),268.0,-,-,2,-,90.9,0.4,-,6.31,,
411,Moussa Diarra,Deportivo Alavés,Laliga,24 years old (10-11-2000),"1,85m",France,"Defender (Centre, Left)",Centre-Back,left,19(6),1773.0,-,-,6,-,84.1,1.3,-,6.3,"Jun 30, 2028",€2.00m
412,Irvin Cardona,AS Saint-Étienne,Laliga,27 years old (08-08-1997),185cm,France,"Attacking Midfielder (Left, Right), Forward",,,5(11),600.0,1,1,1,-,65.5,0.6,-,6.3,,
413,Allan Nyom,Getafe CF,Laliga,36 years old (10-05-1988),"1,89m",Cameroon,"Defender (Left, Right), Midfielder (Right)",Right-Back,right,9(7),689.0,1,1,4,-,79.9,0.4,1,6.3,"Jun 30, 2025",€400k
414,Ángel Correa,Atlético de Madrid,Laliga,30 years old (09-03-1995),"1,71m",Argentina,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,right,3(23),695.0,3,1,3,1,78.6,-,-,6.3,"Jun 30, 2026",€15.00m
415,Álex Suárez,UD Las Palmas,Laliga,32 years old (18-03-1993),"1,80m",Spain,"Defender (Centre, Right)",Centre-Back,right,27,2240.0,-,-,12,-,86.3,0.9,-,6.3,"Jun 30, 2026",€1.00m
416,Jon Magunazelaia,Cordoba,Laliga,23 years old (13-07-2001),181cm,Spain,Midfielder,,,0(2),6.0,-,-,-,-,53.8,1.5,-,6.3,,
417,Manu Bueno,Sevilla FC,Laliga,20 years old (27-07-2004),"1,78m",Spain,Midfielder,Central Midfield,left,1(6),110.0,1,-,-,-,91.1,-,-,6.3,"Jun 30, 2026",€1.50m
418,Álvaro Djaló,Athletic Bilbao,Laliga,25 years old (16-08-1999),"1,75m",Spain,"Attacking Midfielder (Left, Right), Forward",Left Winger,right,6(9),574.0,1,-,1,-,68.5,0.6,-,6.3,"Jun 30, 2029",€8.00m
419,Iván Jaime,Valencia CF,Laliga,24 years old (26-09-2000),"1,80m",Spain,"Attacking Midfielder (Centre, Left), Forward",Attacking Midfield,right,2(3),191.0,-,-,-,-,86.3,0.8,-,6.3,"Jun 30, 2025",€7.00m
420,Sheraldo Becker,Real Sociedad,Laliga,30 years old (09-02-1995),"1,80m",Netherlands,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,11(10),988.0,2,1,1,1,76.9,0.3,-,6.29,"Jun 30, 2026",€4.00m
421,Papa Dame Ba,Girona FC,Laliga,20 years old (12-09-2004),180cm,Senegal,Forward,,,0(1),47.0,-,-,-,-,41.7,-,-,6.29,,
422,Rodri,Real Betis Balompié,Laliga,24 years old (16-05-2000),168cm,Spain,"Attacking Midfielder (Centre, Left, Right)",,,1(2),117.0,-,-,-,-,86.4,-,-,6.29,,
423,Mateu Morey,RCD Mallorca,Laliga,25 years old (02-03-2000),"1,73m",Spain,"Defender (Right), Midfielder (Right)",Right-Back,right,6(6),483.0,-,-,1,-,81.7,0.6,-,6.29,"Jun 30, 2025",€800k
424,Willy Kambwala,Villarreal CF,Laliga,20 years old (25-08-2004),"1,92m",France,Defender (Centre),Centre-Back,right,11(3),924.0,-,-,1,1,87.8,1,-,6.29,"Jun 30, 2029",€4.00m
425,Yan Diomande,CD Leganés,Laliga,18 years old (14-11-2006),,,Forward,,,3(2),207.0,-,-,-,-,84.8,0.2,-,6.29,,
426,Álvaro Fernández,Sevilla FC,Laliga,27 years old (13-04-1998),"1,85m",Spain,Goalkeeper,Goalkeeper,right,7(1),656.0,-,-,2,-,60.1,0.1,-,6.29,"Jun 30, 2025",€2.50m
427,Pau Víctor,FC Barcelona,Laliga,23 years old (26-11-2001),"1,84m",Spain,Forward,Centre-Forward,right,1(17),230.0,2,1,2,-,83.2,0.2,-,6.29,"Jun 30, 2029",€5.00m
428,Stoichkov,Deportivo Alavés,Laliga,31 years old (05-11-1993),178cm,,Forward,,,6(10),697.0,-,1,1,-,65.5,0.4,-,6.28,,
429,Unai Gómez,Athletic Bilbao,Laliga,21 years old (25-05-2003),"1,83m",Spain,Attacking Midfielder (Centre),Attacking Midfield,left,11(16),1019.0,1,2,1,-,74.8,0.9,-,6.28,"Jun 30, 2028",€6.00m
430,Suso,Sevilla FC,Laliga,31 years old (19-11-1993),"1,77m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,left,0(11),218.0,-,-,2,-,86.6,0.2,-,6.28,"Jun 30, 2025",€2.50m
431,Peque Fernández,Sevilla FC,Laliga,22 years old (04-10-2002),"1,72m",,Attacking Midfielder (Centre),Second Striker,right,12(10),972.0,1,1,1,-,79.7,0.4,-,6.27,"Jun 30, 2028",€3.50m
432,Beñat Turrientes,Real Sociedad,Laliga,23 years old (31-01-2002),"1,81m",Spain,Defensive Midfielder (C),Central Midfield,right,10(8),819.0,-,-,4,-,91.3,0.6,-,6.27,"Jun 30, 2030",€16.00m
433,Íñigo Lekue,Athletic Bilbao,Laliga,31 years old (04-05-1993),"1,80m",Spain,"Defender (Left, Right), Midfielder (Left, Right)",Right-Back,right,6(6),588.0,-,-,1,-,78.8,0.4,-,6.27,"Jun 30, 2025",€2.50m
434,Juanmi Latasa,Real Valladolid CF,Laliga,24 years old (23-03-2001),"1,92m",Spain,Forward,Centre-Forward,left,10(13),1049.0,3,-,6,1,60.2,3.3,1,6.27,"Jun 30, 2029",€2.50m
435,Marvin Park,UD Las Palmas,Laliga,24 years old (03-07-2000),"1,77m",Spain,"Defender (Right), Midfielder (Right)",Right-Back,right,7(11),785.0,-,-,3,-,77.9,0.5,-,6.27,"Jun 30, 2028",€1.50m
436,Denis Suárez,Villarreal CF,Laliga,31 years old (06-01-1994),"1,76m",Spain,"Midfielder (Centre, Left, Right)",Attacking Midfield,right,6(13),514.0,1,1,-,-,82,0.1,-,6.27,"Jun 30, 2026",€1.30m
437,Carles Aleñá,Deportivo Alavés,Laliga,27 years old (05-01-1998),"1,80m",Spain,"Attacking Midfielder (Centre, Left, Right)",Central Midfield,left,5(5),451.0,-,-,1,-,81.8,1,-,6.26,"Jun 30, 2025",€2.50m
438,Cédric Bakambu,Real Betis Balompié,Laliga,34 years old (11-04-1991),"1,82m",DR Congo,"Attacking Midfielder (Left, Right), Forward",Centre-Forward,right,6(16),601.0,2,2,4,-,68.4,0.5,-,6.26,"Jun 30, 2026",€1.80m
439,Sergi Gómez,RCD Espanyol Barcelona,Laliga,33 years old (28-03-1992),"1,85m",Spain,"Defender (Centre, Right)",Centre-Back,right,6(5),651.0,-,-,1,-,89,1,-,6.26,"Jun 30, 2025",€900k
440,Max Aarons,Valencia CF,Laliga,25 years old (04-01-2000),"1,77m",England,Defender (Right),Right-Back,right,1(1),106.0,-,-,1,-,72.7,1,-,6.26,"Jun 30, 2025",€12.00m
441,Juan Cruz,CA Osasuna,Laliga,32 years old (28-07-1992),"1,80m",Spain,"Defender (Centre, Left)",Left Winger,left,15(6),1180.0,-,-,4,-,80.7,0.3,-,6.25,"Jun 30, 2028",€4.00m
442,Mamadou Sylla,Real Valladolid CF,Laliga,31 years old (20-03-1994),"1,80m",Spain,"Attacking Midfielder (Left), Forward",Centre-Forward,right,15(11),1422.0,5,2,4,-,65.5,1.5,-,6.25,"Jun 30, 2026",€1.50m
443,Gonzalo Montiel,River Plate,Laliga,28 years old (01-01-1997),175cm,Argentina,"Defender (Centre, Right), Midfielder (Right)",,,1(5),111.0,-,-,1,-,92.2,0.2,-,6.25,,
444,Alberto Risco,Getafe CF,Laliga,19 years old (30-08-2005),-,Spain,Midfielder,Attacking Midfield,,0(5),66.0,-,-,-,-,74.2,0.2,-,6.25,"Jun 30, 2026",€200k
445,Hugo Novoa,Deportivo Alavés,Laliga,22 years old (24-01-2003),"1,82m",Spain,Forward,Right-Back,right,2(3),234.0,-,-,-,-,78.8,0.2,-,6.25,"Jun 30, 2029",€2.00m
446,Raúl Chasco,Real Valladolid CF,Laliga,21 years old (13-09-2003),179cm,Spain,Defender,,,1(1),129.0,-,-,-,-,66.7,0.5,-,6.25,,
447,Óscar Trejo,Rayo Vallecano,Laliga,37 years old (26-04-1988),"1,80m",Argentina,"Midfielder (Centre, Left, Right), Forward",Attacking Midfield,right,6(10),478.0,1,-,1,-,86.6,0.3,-,6.25,"Jun 30, 2025",€800k
448,Rafa Mir,Valencia CF,Laliga,27 years old (18-06-1997),"1,91m",Spain,"Attacking Midfielder (Right), Forward",Centre-Forward,right,3(12),518.0,-,2,1,-,77.6,0.6,-,6.25,"Jun 30, 2025",€800k
449,Mario Martín,Real Valladolid CF,Laliga,21 years old (05-03-2004),"1,77m",Spain,Defensive Midfielder (C),Defensive Midfield,right,18(9),1613.0,-,1,5,3,86.1,1,-,6.24,"Jun 30, 2025",€1.50m
450,Gabriel Misehouy,Girona FC,Laliga,19 years old (18-07-2005),"1,73m",Netherlands,Midfielder,Attacking Midfield,right,1(8),252.0,1,-,-,-,92.6,-,-,6.24,"Jun 30, 2028",€1.00m
451,Juan Berrocal,Getafe CF,Laliga,26 years old (05-02-1999),"1,87m",Spain,Defender (Centre),Centre-Back,both,9(6),863.0,-,-,4,1,76.4,1.8,-,6.24,"Jun 30, 2027",€1.80m
452,Borna Barisic,CD Leganés,Laliga,32 years old (10-11-1992),"1,86m",Croatia,Defender (Left),Left-Back,left,1,10.0,-,-,-,-,100,-,-,6.24,"Jun 30, 2025",€1.00m
453,Luis Rioja,Valencia CF,Laliga,31 years old (16-10-1993),"1,76m",Spain,"Midfielder (Left, Right)",Left Winger,left,0(1),22.0,-,-,-,-,100,-,-,6.24,"Jun 30, 2026",€2.00m
454,García Pascual,Sevilla FC,Laliga,23 years old (01-01-2002),191cm,,Forward,,,0(3),114.0,-,-,1,-,63,1.7,-,6.24,,
455,Alejo Véliz,RCD Espanyol Barcelona,Laliga,21 years old (19-09-2003),"1,86m",Argentina,Forward,Centre-Forward,right,10(13),1006.0,1,-,3,-,65.9,2,-,6.23,"Jun 30, 2025",€2.80m
456,Munir El Haddadi,CD Leganés,Laliga,29 years old (01-09-1995),"1,77m",Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,left,6(14),571.0,3,-,1,1,73.7,0.4,-,6.23,"Jun 30, 2026",€1.50m
457,Iker Losada,Celta de Vigo,Laliga,23 years old (01-08-2001),"1,75m",Spain,Midfielder,Second Striker,right,4(6),341.0,1,-,2,-,78.4,0.2,-,6.23,"Jun 30, 2025",€1.80m
458,Javier Manquillo,Celta de Vigo,Laliga,30 years old (05-05-1994),"1,78m",Spain,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,7(3),520.0,-,-,1,-,90.4,0.5,-,6.23,"Jun 30, 2025",€1.80m
459,Arkaitz Mariezkurrena,Real Sociedad,Laliga,20 years old (05-04-2005),-,Spain,Forward,Left Winger,,0(5),108.0,1,-,1,-,65.8,0.6,-,6.22,"Jun 30, 2029",€500k
460,Diego García,CD Leganés,Laliga,25 years old (18-04-2000),"1,88m",Spain,Forward,Centre-Forward,right,10(13),915.0,3,-,2,-,69.5,1.6,-,6.22,"Jun 30, 2027",€1.50m
461,Peio Canales,Athletic Bilbao,Laliga,20 years old (17-01-2005),"1,75m",Spain,Midfielder,Attacking Midfield,right,1(6),188.0,-,-,-,-,85.1,-,-,6.22,"Jun 30, 2027",€500k
462,Orri Óskarsson,Real Sociedad,Laliga,20 years old (29-08-2004),"1,86m",Iceland,Forward,Centre-Forward,right,9(14),939.0,3,-,1,-,55.7,1.3,-,6.22,"Jun 30, 2030",€18.00m
463,Etienne Eto'o Pineda,Rayo Vallecano,Laliga,22 years old (18-08-2002),191cm,,Forward,,,0(2),38.0,-,-,-,-,20,3,-,6.22,,
464,Marc Domenech,RCD Mallorca,Laliga,18 years old (01-12-2006),182cm,,Forward,,,2(4),183.0,-,-,-,-,70,1.2,-,6.22,,
465,Darwin Machís,Real Valladolid CF,Laliga,32 years old (07-02-1993),"1,71m",Venezuela,"Attacking Midfielder (Left, Right)",Left Winger,right,7(10),625.0,-,1,-,-,72.9,0.4,-,6.22,"Jun 30, 2026",€1.00m
466,Raúl García,CA Osasuna,Laliga,24 years old (03-11-2000),"1,92m",Spain,Forward,Centre-Forward,right,5(22),662.0,2,-,-,-,70.6,0.7,-,6.21,"Jun 30, 2028",€3.50m
467,Dani Gómez,Valencia CF,Laliga,26 years old (30-07-1998),178cm,,Forward,,,5(9),526.0,2,-,-,-,74.1,0.5,1,6.21,,
468,Tamás Nikitscher,Real Valladolid CF,Laliga,25 years old (03-11-1999),"1,93m",Hungary,Defensive Midfielder (C),Central Midfield,right,6(3),567.0,-,-,2,-,92.4,1,-,6.21,"Jun 30, 2028",€1.00m
469,Valery Fernández,RCD Mallorca,Laliga,25 years old (23-11-1999),"1,82m",Spain,"Defender (Right), Midfielder (Left)",Right Winger,right,1(16),285.0,2,-,1,-,89,0.1,-,6.21,"Jun 30, 2025",€2.50m
470,Juanmi,Getafe CF,Laliga,31 years old (20-05-1993),"1,72m",Spain,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,2(9),238.0,-,-,2,-,83.6,0.5,-,6.21,"Jun 30, 2025",€2.80m
471,Adrián Rodríguez,Deportivo Alavés,Laliga,24 years old (12-12-2000),"1,95m",Spain,Goalkeeper,Goalkeeper,right,1(1),121.0,-,-,1,-,38,0.5,-,6.21,"Jun 30, 2027",€100k
472,Fran Pérez,Valencia CF,Laliga,22 years old (09-09-2002),"1,76m",Spain,Attacking Midfielder (Right),Right Winger,right,3(18),440.0,-,-,1,-,82.3,0.2,-,6.2,"Jun 30, 2026",€4.00m
473,Miguel de la Fuente,CD Leganés,Laliga,25 years old (03-09-1999),"1,82m",Spain,Forward,Centre-Forward,right,17(13),1676.0,1,3,3,-,59,1,-,6.2,"Jun 30, 2028",€2.00m
474,Carlos Guirao,Real Betis Balompié,Laliga,22 years old (27-04-2003),175cm,Spain,Midfielder,,,2,112.0,-,-,-,-,80,1,-,6.2,,
475,Sébastien Haller,FC Utrecht,Laliga,30 years old (22-06-1994),190cm,Ivory Coast,Forward,,,5(3),406.0,-,-,-,-,60,3.3,-,6.2,,
476,Abdoulaye Keita,Getafe CF,Laliga,22 years old (01-09-2002),186cm,Spain,Forward,,,1(2),94.0,-,-,-,-,56,1,-,6.2,,
477,Iker Losada,Celta de Vigo,Laliga,23 years old (01-08-2001),"1,75m",Spain,Midfielder,Second Striker,right,3(7),334.0,-,-,-,-,76.8,0.3,-,6.2,"Jun 30, 2025",€1.80m
478,Mateo Mejía,Sevilla FC,Laliga,22 years old (31-03-2003),181cm,,Forward,,,0(1),10.0,-,-,-,-,-,1,-,6.19,,
479,Mihailo Ristic,Celta de Vigo,Laliga,29 years old (31-10-1995),"1,80m",Serbia,"Defender (Left), Midfielder (Left)",Left-Back,left,4(2),250.0,-,1,1,-,78.1,-,-,6.19,"Jun 30, 2026",€900k
480,Jesús Owono,Deportivo Alavés,Laliga,24 years old (01-03-2001),"1,86m",Equatorial Guinea,Goalkeeper,Goalkeeper,both,5(1),486.0,-,-,-,-,58,0.2,-,6.19,"Jun 30, 2026",€1.00m
481,Peter Federico,Getafe CF,Laliga,22 years old (25-07-2002),"1,80m",Dominican Rep.,Forward,Right Winger,left,1(13),372.0,-,-,1,-,75.6,0.6,-,6.19,"Jun 30, 2028",€1.50m
482,Moi Gómez,CA Osasuna,Laliga,30 years old (23-06-1994),"1,76m",Spain,"Midfielder (Centre, Left, Right)",Left Winger,right,5(19),732.0,-,-,1,-,82.1,0.3,-,6.19,"Jun 30, 2027",€3.00m
483,Walid Cheddira,RCD Espanyol Barcelona,Laliga,27 years old (22-01-1998),"1,87m",Morocco,Forward,Centre-Forward,right,5(15),608.0,1,1,2,-,72.3,0.7,-,6.19,"Jun 30, 2025",€3.00m
484,Portu,Girona FC,Laliga,32 years old (21-05-1992),"1,67m",Spain,"Midfielder (Centre, Left, Right), Forward",Right Winger,right,2(20),462.0,-,2,4,-,79.2,0.3,-,6.18,"Jun 30, 2027",€2.50m
485,David López,RCD Mallorca,Laliga,22 years old (03-02-2003),"1,85m",Spain,Defender,Centre-Back,right,1,80.0,-,-,-,-,91.2,-,-,6.18,"Jun 30, 2026",€2.00m
486,Pau Cabanes,Deportivo Alavés,Laliga,20 years old (17-02-2005),"1,79m",Spain,Forward,Centre-Forward,right,2(3),184.0,-,-,1,-,83.3,0.2,-,6.18,"Jun 30, 2025",€800k
