,Player,Club,League,Age,Height_all,National,Positions,Main_position,Foot,Apps,Mins,Goals,Assists,Yel,Red,PS%,AerialsWon,MotM,Rating,Contract,Market_Value
344,Aljoscha Kemlein,1.FC Union Berlin,Bundesliga,20 years old (02-08-2004),"1,87m",Germany,Midfielder (Centre),Defensive Midfield,right,11(4),925.0,1,-,3,-,76.3,1.3,-,6.32,-,€7.00m
345,Gift Orban,TSG 1899 Hoffenheim,Bundesliga,22 years old (17-07-2002),"1,78m",Nigeria,Forward,Centre-Forward,right,7(6),690.0,4,-,2,-,71.9,0.8,-,6.32,"Jun 30, 2029",€10.00m
346,Cédric Zesiger,FC Augsburg,Bundesliga,26 years old (24-06-1998),"1,94m",Switzerland,Defender (Centre),Centre-Back,left,5(2),521.0,-,-,4,-,80.4,0.4,-,6.32,"Jun 30, 2025",€5.50m
347,Stefan Lainer,Borussia Mönchengladbach,Bundesliga,32 years old (27-08-1992),"1,75m",Austria,"Defender (Right), Midfielder (Right)",Right-Back,right,4(14),576.0,1,-,2,-,83.8,0.2,-,6.32,"Jun 30, 2026",€1.80m
348,Niklas Süle,Borussia Dortmund,Bundesliga,29 years old (03-09-1995),"1,95m",Germany,"Defender (Centre, Right)",Centre-Back,right,9(3),800.0,-,-,1,-,92.7,1,-,6.32,"Jun 30, 2026",€8.00m
349,Carl Johansson,Holstein Kiel,Bundesliga,30 years old (23-05-1994),"1,94m",Sweden,Defender (Centre),Centre-Back,right,4(3),390.0,-,-,-,-,86.7,2.7,-,6.31,"Jun 30, 2026",€700k
350,László Bénes,1.FC Union Berlin,Bundesliga,27 years old (09-09-1997),"1,81m",Slovakia,Midfielder (Centre),Central Midfield,left,2(18),494.0,1,1,4,-,72.5,0.4,-,6.31,-,€4.00m
351,Tim Oermann,VfL Bochum,Bundesliga,21 years old (06-10-2003),"1,89m",Germany,"Defender (Centre, Right)",Centre-Back,right,23(3),1920.0,-,2,-,-,83.6,0.8,-,6.31,"Jun 30, 2026",€5.00m
352,Junior Adamu,SC Freiburg,Bundesliga,23 years old (06-06-2001),"1,83m",,Forward,Centre-Forward,right,16(6),1303.0,2,1,5,1,63.4,2.1,-,6.3,-,€6.00m
353,Yannik Keitel,VfB Stuttgart,Bundesliga,25 years old (15-02-2000),"1,86m",Germany,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,both,2(8),247.0,-,-,1,-,83.1,0.4,-,6.3,"Jun 30, 2028",€3.50m
354,Merlin Röhl,SC Freiburg,Bundesliga,22 years old (05-07-2002),"1,92m",,Midfielder (Centre),Attacking Midfield,right,11(6),937.0,-,1,2,-,78.7,0.9,-,6.3,-,€12.00m
355,Jonas Omlin,Borussia Mönchengladbach,Bundesliga,31 years old (10-01-1994),"1,90m",Switzerland,Goalkeeper,Goalkeeper,right,8(1),710.0,-,-,-,1,73.2,0.2,-,6.3,"Jun 30, 2027",€2.50m
356,Eljif Elmas,Torino FC,Bundesliga,25 years old (24-09-1999),184cm,Macedonia,"Midfielder (Centre, Left, Right), Forward",,,0(2),42.0,-,-,1,-,81.3,-,-,6.3,,
357,Mikkel Kaufmann,Karlsruher SC,Bundesliga,24 years old (03-01-2001),190cm,Denmark,Forward,,,3(6),369.0,-,-,2,-,51.1,1.9,-,6.29,,
358,André Silva,SV Werder Bremen,Bundesliga,29 years old (06-11-1995),"1,86m",Portugal,Forward,Centre-Forward,right,4(3),377.0,1,-,1,-,73.1,1.7,-,6.29,"Jun 30, 2025",€5.00m
359,Lukas Nmecha,VfL Wolfsburg,Bundesliga,26 years old (14-12-1998),"1,85m",Germany,"Attacking Midfielder (Centre, Right), Forward",Centre-Forward,right,1(15),293.0,2,-,1,-,65.3,0.9,-,6.28,"Jun 30, 2025",€3.00m
360,Salih Özcan,Borussia Dortmund,Bundesliga,27 years old (11-01-1998),"1,83m",Turkey,Midfielder (Centre),Defensive Midfield,right,3(8),347.0,-,-,-,-,77.9,0.5,-,6.28,"Jun 30, 2026",€5.00m
361,Arne Maier,FC Augsburg,Bundesliga,26 years old (08-01-1999),"1,86m",Germany,"Midfielder (Centre, Right)",Central Midfield,right,7(18),836.0,-,-,-,1,81.8,0.2,-,6.28,"Jun 30, 2026",€4.00m
362,Magnus Knudsen,Holstein Kiel,Bundesliga,23 years old (15-06-2001),"1,86m",Norway,Midfielder (Centre),Central Midfield,right,21(7),1685.0,-,1,7,-,85.1,0.4,-,6.28,-,€2.50m
363,Milos Veljkovic,SV Werder Bremen,Bundesliga,29 years old (26-09-1995),"1,88m",Serbia,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,11(3),1030.0,-,1,1,-,87.9,1.8,-,6.28,"Jun 30, 2025",€3.00m
364,David Mokwa,TSG 1899 Hoffenheim,Bundesliga,20 years old (03-05-2004),"1,80m",,Forward,Centre-Forward,right,0(2),20.0,-,-,-,-,25,1,-,6.28,"Jun 30, 2027",€1.00m
365,Robert Gumny,FC Augsburg,Bundesliga,26 years old (04-06-1998),"1,82m",Poland,"Defender (Centre, Left, Right), Midfielder (Right)",Right-Back,right,1(4),179.0,-,-,2,-,79.1,0.4,-,6.27,"Jun 30, 2025",€2.00m
366,Yannick Gerhardt,VfL Wolfsburg,Bundesliga,31 years old (13-03-1994),"1,84m",Germany,"Defender (Left), Midfielder (Centre, Left)",Central Midfield,left,13(14),1331.0,1,-,5,1,78,0.8,1,6.27,-,€3.00m
367,Michy Batshuayi,Eintracht Frankfurt,Bundesliga,31 years old (02-10-1993),"1,85m",Belgium,Forward,Centre-Forward,right,3(4),253.0,2,-,2,-,81.8,0.3,-,6.27,"Jun 30, 2027",€5.00m
368,Mërgim Berisha,FC Augsburg,Bundesliga,26 years old (11-05-1998),"1,88m",Serbia,"Attacking Midfielder (Centre), Forward",Centre-Forward,right,3(8),330.0,1,1,1,-,75,0.3,-,6.27,"Jun 30, 2025",€5.00m
369,Yussuf Poulsen,RB Leipzig,Bundesliga,30 years old (15-06-1994),"1,92m",Denmark,"Attacking Midfielder (Centre, Right), Forward",Centre-Forward,right,2(17),302.0,1,-,1,-,60.7,1.3,-,6.27,"Jun 30, 2026",€5.00m
370,Max Moerstedt,TSG 1899 Hoffenheim,Bundesliga,19 years old (15-01-2006),"1,94m",Germany,Forward,Centre-Forward,right,5(7),453.0,-,-,2,-,68.3,1.4,-,6.26,"Jun 30, 2027",€7.00m
371,Timon Weiner,Holstein Kiel,Bundesliga,26 years old (18-01-1999),"1,91m",Germany,Goalkeeper,Goalkeeper,both,25,2205.0,-,-,4,-,65.2,0.5,-,6.26,"Jun 30, 2027",€1.50m
372,Kosta Nedeljkovic,RB Leipzig,Bundesliga,19 years old (16-12-2005),"1,84m",,Defender (Right),Right-Back,right,4(4),303.0,-,-,-,-,92.5,-,-,6.26,"Jun 30, 2025",€8.50m
373,Roland Sallai,Galatasaray,Bundesliga,27 years old (22-05-1997),183cm,Hungary,"Midfielder (Centre, Left, Right), Forward",,,0(2),44.0,-,-,-,-,76.9,-,-,6.26,,
374,Anthony Losilla,VfL Bochum,Bundesliga,39 years old (10-03-1986),"1,85m",France,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,13(5),1079.0,-,-,1,-,76.1,1.4,-,6.26,"Jun 30, 2025",€500k
375,Luca Kerber,1.FC Heidenheim 1846,Bundesliga,23 years old (10-03-2002),"1,84m",Germany,Defensive Midfielder (C),Central Midfield,right,7(14),725.0,1,-,4,-,73.5,0.4,-,6.25,"Jun 30, 2027",€1.30m
376,Diadié Samassékou,TSG 1899 Hoffenheim,Bundesliga,29 years old (11-01-1996),"1,77m",Mali,Defensive Midfielder (C),Defensive Midfield,right,6(2),296.0,-,-,-,-,92.3,0.5,-,6.25,"Jun 30, 2025",€1.00m
377,Timothy Chandler,Eintracht Frankfurt,Bundesliga,35 years old (29-03-1990),"1,87m",USA,"Defender (Right), Midfielder (Left, Right)",Right-Back,right,0(3),22.0,-,-,-,-,73.9,1.7,-,6.25,"Jun 30, 2025",€350k
378,Umut Tohumcu,TSG 1899 Hoffenheim,Bundesliga,20 years old (11-08-2004),"1,75m",Germany,Attacking Midfielder (Centre),Central Midfield,right,3(8),356.0,-,1,3,-,88,-,-,6.25,"Jun 30, 2028",€7.00m
379,Armindo Sieb,1.FSV Mainz 05,Bundesliga,22 years old (17-02-2003),"1,75m",Germany,"Attacking Midfielder (Centre), Forward",Second Striker,both,5(22),754.0,2,2,2,-,71.4,0.6,-,6.25,"Jun 30, 2026",€4.00m
380,Florian Neuhaus,Borussia Mönchengladbach,Bundesliga,28 years old (16-03-1997),"1,85m",Germany,Midfielder (Centre),Central Midfield,right,2(13),347.0,-,1,1,-,85,-,-,6.24,"Jun 30, 2027",€3.50m
381,Lewis Holtby,Holstein Kiel,Bundesliga,34 years old (18-09-1990),"1,76m",Germany,"Midfielder (Centre, Left, Right)",Central Midfield,left,12(11),1135.0,-,1,1,1,82.5,0.3,-,6.24,"Jun 30, 2025",€500k
382,André Silva,SV Werder Bremen,Bundesliga,29 years old (06-11-1995),"1,86m",Portugal,Forward,Centre-Forward,right,0(8),124.0,1,2,-,-,72.5,0.1,-,6.24,"Jun 30, 2025",€5.00m
383,Patrick Drewes,VfL Bochum,Bundesliga,32 years old (04-02-1993),"1,94m",Germany,Goalkeeper,Goalkeeper,right,21,1845.0,-,-,2,-,63.7,0.1,-,6.24,"Jun 30, 2026",€800k
384,Thomas Keller,1.FC Heidenheim 1846,Bundesliga,25 years old (05-08-1999),"1,86m",,"Defender (Centre), Defensive Midfielder (C)",Centre-Back,right,2(4),147.0,-,-,2,-,80.2,0.8,-,6.24,"Jun 30, 2028",€300k
385,David Jurásek,TSG 1899 Hoffenheim,Bundesliga,24 years old (07-08-2000),"1,83m",Czech Republic,"Defender (Left), Midfielder (Left)",Left-Back,left,6(8),615.0,-,1,-,-,73.7,0.2,-,6.24,"Jun 30, 2025",€7.00m
386,Keke Topp,SV Werder Bremen,Bundesliga,21 years old (25-03-2004),"1,92m",Germany,Forward,Centre-Forward,right,1(16),233.0,1,2,1,-,55.4,0.6,-,6.23,"Jun 30, 2028",€4.00m
387,Tim Skarke,1.FC Union Berlin,Bundesliga,28 years old (07-09-1996),"1,81m",Germany,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,right,10(20),1036.0,-,2,1,-,73,0.4,-,6.23,-,€2.50m
388,Ivan Prtajin,1.FC Union Berlin,Bundesliga,28 years old (14-05-1996),"1,89m",Croatia,Forward,Centre-Forward,right,2(3),160.0,-,-,-,-,37.8,2,-,6.23,"Jun 30, 2027",€1.50m
389,Jacob Bruun Larsen,VfB Stuttgart,Bundesliga,26 years old (19-09-1998),"1,83m",Denmark,"Attacking Midfielder (Centre, Left, Right), Forward",Left Winger,right,3(10),385.0,1,-,1,-,74.4,0.2,-,6.23,"Jun 30, 2027",€6.00m
390,Aster Vranckx,VfL Wolfsburg,Bundesliga,22 years old (04-10-2002),"1,83m",Belgium,Midfielder (Centre),Central Midfield,right,4(8),417.0,-,-,1,-,81.3,0.6,-,6.23,"Jun 30, 2029",€9.00m
391,Tidiam Gomis,RB Leipzig,Bundesliga,18 years old (08-08-2006),"1,83m",France,Forward,Left Winger,right,0(6),78.0,-,1,1,-,84.8,-,-,6.23,"Jun 30, 2029",€3.00m
392,Jan-Niklas Beste,SC Freiburg,Bundesliga,26 years old (04-01-1999),"1,75m",Germany,"Defender (Left), Midfielder (Centre, Left, Right)",Left Winger,left,0(11),195.0,-,1,-,-,85.3,0.1,-,6.23,"Jun 30, 2030",€10.00m
393,Fredrik Jensen,FC Augsburg,Bundesliga,27 years old (09-09-1997),"1,83m",Finland,"Attacking Midfielder (Centre, Left, Right), Forward",Attacking Midfield,right,9(10),749.0,-,-,-,-,73.3,0.3,-,6.22,"Jun 30, 2025",€3.50m
394,Justin Diehl,VfB Stuttgart,Bundesliga,20 years old (27-11-2004),"1,74m",Germany,Forward,Left Winger,right,0(6),98.0,1,-,-,-,85.7,-,-,6.22,"Jun 30, 2029",€3.50m
395,Timo Horn,VfL Bochum,Bundesliga,31 years old (12-05-1993),"1,92m",Germany,Goalkeeper,Goalkeeper,left,10,900.0,-,-,2,-,55.7,0.5,-,6.22,"Jun 30, 2026",€800k
396,Aurèle Amenda,Eintracht Frankfurt,Bundesliga,21 years old (31-07-2003),"1,97m",Switzerland,Defender (Centre),Centre-Back,right,1(6),84.0,-,-,1,-,87.7,0.9,-,6.22,"Jun 30, 2029",€7.50m
397,Florian Müller,SC Freiburg,Bundesliga,27 years old (13-11-1997),"1,90m",Germany,Goalkeeper,Goalkeeper,left,7(1),662.0,-,-,-,-,64.4,-,-,6.22,-,€1.20m
398,Alexander Schwolow,1.FC Union Berlin,Bundesliga,32 years old (02-06-1992),"1,90m",Germany,Goalkeeper,Goalkeeper,right,5,450.0,-,-,-,-,73.5,0.2,-,6.21,-,€700k
399,Maximilian Breunig,1.FC Heidenheim 1846,Bundesliga,24 years old (14-08-2000),"1,95m",Germany,Forward,Centre-Forward,left,2(11),341.0,2,-,-,-,57.1,0.7,-,6.21,"Jun 30, 2027",€2.00m
400,Yusuf Kabadayi,FC Augsburg,Bundesliga,21 years old (02-02-2004),"1,86m",Germany,Midfielder (Centre),Left Winger,right,0(5),66.0,1,-,-,-,65.2,-,-,6.21,"Jun 30, 2028",€1.50m
401,Adam Dzwigala,FC St. Pauli,Bundesliga,29 years old (25-09-1995),"1,85m",Poland,"Defender (Centre, Right)",Centre-Back,right,2(12),305.0,-,-,2,1,82.7,0.9,-,6.21,-,€600k
402,Moritz-Broni Kwarteng,Fortuna Duesseldorf,Bundesliga,27 years old (28-04-1998),175cm,Germany,"Attacking Midfielder (Centre, Right), Forward",,,0(7),167.0,-,-,1,-,80,-,-,6.21,,
403,Dominik Javorcek,Holstein Kiel,Bundesliga,22 years old (02-11-2002),"1,83m",Slovakia,Defender,Left-Back,left,4(9),383.0,-,2,2,-,75.4,0.2,-,6.21,"Jun 30, 2025",€550k
404,Florent Muslija,SC Freiburg,Bundesliga,26 years old (06-07-1998),"1,72m",Kosovo,"Midfielder (Centre, Left)",Left Winger,right,0(9),160.0,-,-,-,-,82.9,-,-,6.2,"Jun 30, 2028",€2.00m
405,Yannik Lührs,Borussia Dortmund II,Bundesliga,21 years old (09-09-2003),189cm,Germany,Defender (Centre),,,1(2),126.0,-,-,-,-,92.1,1.3,-,6.2,,
406,Igor Matanovic,Eintracht Frankfurt,Bundesliga,22 years old (31-03-2003),"1,94m",Croatia,Forward,Centre-Forward,right,2(14),302.0,1,-,-,-,76,0.7,-,6.19,"Jun 30, 2029",€6.00m
407,Fabio Chiarodia,Borussia Mönchengladbach,Bundesliga,19 years old (05-06-2005),"1,86m",Italy,Defender,Centre-Back,left,1(13),205.0,-,-,-,-,84.2,0.3,-,6.18,"Jun 30, 2027",€2.00m
408,Xaver Schlager,RB Leipzig,Bundesliga,27 years old (28-09-1997),"1,74m",Austria,Midfielder (Centre),Central Midfield,left,2(2),181.0,-,-,1,-,87.5,-,-,6.18,"Jun 30, 2026",€18.00m
409,Moritz Broschinski,VfL Bochum,Bundesliga,24 years old (23-09-2000),"1,90m",Germany,"Attacking Midfielder (Right), Forward",Centre-Forward,right,15(15),1318.0,1,3,1,-,68.4,1,-,6.18,"Jun 30, 2026",€2.50m
410,Aymen Barkok,Schalke 04,Bundesliga,26 years old (21-05-1998),188cm,Germany,"Midfielder (Centre, Right)",,,0(4),71.0,-,-,-,-,68.8,0.5,-,6.18,,
411,Grischa Prömel,TSG 1899 Hoffenheim,Bundesliga,30 years old (09-01-1995),"1,84m",Germany,Midfielder (Centre),Central Midfield,right,2,175.0,-,-,-,-,85.9,0.5,-,6.18,"Jun 30, 2026",€4.50m
412,Jordy Makengo,SC Freiburg,Bundesliga,23 years old (03-08-2001),"1,91m",France,Defender (Left),Left-Back,left,4(12),482.0,-,-,1,-,88.2,0.2,-,6.17,-,€3.00m
413,Nikolas Veratschnig,1.FSV Mainz 05,Bundesliga,22 years old (24-01-2003),"1,80m",Austria,Defender,Right-Back,right,2(10),327.0,-,-,1,-,76,0.2,-,6.17,"Jun 30, 2028",€800k
414,Marin Ljubicic,1.FC Union Berlin,Bundesliga,23 years old (28-02-2002),"1,83m",Croatia,Forward,Centre-Forward,right,1(9),199.0,1,1,1,-,55.6,0.3,-,6.17,-,€4.00m
415,Julien Duranville,Borussia Dortmund,Bundesliga,18 years old (05-05-2006),"1,73m",Belgium,Forward,Left Winger,right,2(8),259.0,-,-,3,-,80,-,-,6.17,-,€8.50m
416,Olivier Deman,Royal Antwerp,Bundesliga,25 years old (06-04-2000),181cm,Belgium,"Defender (Left), Midfielder (Centre, Left, Right), Forward",,,0(9),59.0,-,-,1,-,69,0.4,-,6.16,,
417,Sirlord Conteh,1.FC Heidenheim 1846,Bundesliga,28 years old (09-07-1996),"1,78m",Sierra Leone,"Attacking Midfielder (Centre, Right), Forward",Right Winger,right,4(24),827.0,1,1,2,-,75.9,0.5,-,6.16,"Jun 30, 2027",€1.50m
418,Lukas Daschner,FC St. Gallen,Bundesliga,26 years old (01-10-1998),184cm,Germany,"Attacking Midfielder (Centre), Forward",,,3(11),407.0,1,1,-,-,70.2,0.3,-,6.16,,
419,Hyun-Seok Hong,1.FSV Mainz 05,Bundesliga,25 years old (16-06-1999),"1,77m",South Korea,"Midfielder (Centre, Left)",Attacking Midfield,left,4(16),480.0,-,1,-,-,79.9,0.1,-,6.16,"Jun 30, 2028",€3.50m
420,Tomás Cvancara,Borussia Mönchengladbach,Bundesliga,24 years old (13-08-2000),"1,90m",Czech Republic,"Attacking Midfielder (Right), Forward",Centre-Forward,right,7(18),763.0,2,-,3,1,74.4,0.5,-,6.16,"Jun 30, 2028",€4.00m
421,Shio Fukuda,Borussia Mönchengladbach,Bundesliga,21 years old (08-04-2004),"1,78m",Japan,Forward,Centre-Forward,right,0(5),47.0,1,-,-,-,71.4,0.4,-,6.15,"Jun 30, 2027",€500k
422,Arne Engels,Celtic,Bundesliga,21 years old (08-09-2003),185cm,Belgium,Midfielder (Centre),,,1,80.0,-,-,1,-,82.6,1,-,6.15,,
423,Cristian Gamboa,VfL Bochum,Bundesliga,35 years old (24-10-1989),"1,75m",Costa Rica,"Defender (Right), Midfielder (Right)",Right-Back,right,1(10),200.0,1,-,1,-,63.4,-,-,6.15,"Jun 30, 2025",€500k
424,Skelly Alvero,SV Werder Bremen,Bundesliga,22 years old (04-05-2002),"2,02m",France,Midfielder (Centre),Defensive Midfield,right,1(11),231.0,-,-,1,-,75.6,0.4,-,6.15,"Jun 30, 2028",€3.00m
425,Steve Mounié,FC Augsburg,Bundesliga,30 years old (29-09-1994),"1,89m",Benin,Forward,Centre-Forward,right,1(13),289.0,-,-,2,-,63.6,1.4,-,6.14,"Jun 30, 2027",€3.00m
426,Silvan Widmer,1.FSV Mainz 05,Bundesliga,32 years old (05-03-1993),"1,83m",Switzerland,"Defender (Centre, Right), Midfielder (Right)",Right-Back,right,3(21),392.0,-,1,3,-,78.2,0.5,-,6.14,"Jun 30, 2026",€1.50m
427,Andreas Albers,FC St. Pauli,Bundesliga,35 years old (23-03-1990),"1,93m",Denmark,"Attacking Midfielder (Centre), Forward",Centre-Forward,right,0(14),52.0,1,-,-,-,51.7,0.7,-,6.13,-,€300k
428,Kevin Behrens,VfL Wolfsburg,Bundesliga,34 years old (03-02-1991),"1,85m",Germany,Forward,Centre-Forward,both,0(17),139.0,1,-,2,-,58.6,0.7,-,6.13,"Jun 30, 2025",€1.50m
429,Bruno Ogbus,SC Freiburg,Bundesliga,19 years old (17-12-2005),"1,85m",,Defender,Centre-Back,right,0(2),17.0,-,-,-,-,100,-,-,6.13,-,€1.00m
430,Fiete Arp,Holstein Kiel,Bundesliga,25 years old (06-01-2000),"1,86m",Germany,"Attacking Midfielder (Left), Forward",Centre-Forward,right,3(18),636.0,2,-,5,1,64.5,0.1,-,6.13,"Jun 30, 2026",€800k
431,Mërgim Berisha,FC Augsburg,Bundesliga,26 years old (11-05-1998),"1,88m",Serbia,"Attacking Midfielder (Centre), Forward",Centre-Forward,right,0(2),38.0,-,-,1,-,75,-,-,6.13,"Jun 30, 2025",€5.00m
432,Erencan Yardimci,TSG 1899 Hoffenheim,Bundesliga,23 years old (04-02-2002),"1,88m",Turkey,Forward,Centre-Forward,right,3(5),312.0,-,-,2,-,61.8,2.1,-,6.13,-,€3.00m
433,Connor Metcalfe,FC St. Pauli,Bundesliga,25 years old (05-11-1999),"1,83m",Australia,"Midfielder (Centre, Right)",Central Midfield,left,3(6),352.0,-,-,-,1,65.4,1.3,-,6.13,-,€2.50m
434,Rubén Vargas,Sevilla FC,Bundesliga,26 years old (05-08-1998),177cm,Switzerland,"Attacking Midfielder (Centre, Left, Right), Forward",,,3(5),305.0,-,-,3,-,86.9,0.4,-,6.12,,
435,Paul Hennrich,TSG 1899 Hoffenheim,Bundesliga,20 years old (06-03-2005),181cm,,Midfielder,,,0(1),11.0,-,-,-,-,100,-,-,6.12,,
436,Arnaud Nordin,1.FSV Mainz 05,Bundesliga,26 years old (17-06-1998),"1,70m",France,"Attacking Midfielder (Centre, Left, Right), Forward",Right Winger,both,0(6),75.0,-,-,-,-,84.8,0.2,-,6.12,"Jun 30, 2028",€6.00m
437,Pascal Stenzel,VfB Stuttgart,Bundesliga,29 years old (20-03-1996),"1,83m",Germany,"Defender (Centre, Right), Midfielder (Right)",Right-Back,right,2(6),150.0,-,-,-,-,87,0.1,-,6.11,"Jun 30, 2026",€2.50m
438,Tim Drexler,Nuernberg,Bundesliga,20 years old (06-03-2005),183cm,Germany,Defender (Centre),,,5(3),358.0,-,-,2,-,85.2,0.3,-,6.1,,
439,Dennis Geiger,TSG 1899 Hoffenheim,Bundesliga,26 years old (10-06-1998),"1,73m",Germany,Midfielder (Centre),Central Midfield,right,6(12),651.0,-,-,4,-,88.4,0.1,-,6.1,"Jun 30, 2027",€3.00m
440,Niklas Dorsch,1.FC Heidenheim 1846,Bundesliga,27 years old (15-01-1998),"1,78m",Germany,Midfielder (Centre),Defensive Midfield,right,0(1),31.0,-,-,-,-,88,-,-,6.09,"Jun 30, 2028",€3.50m
441,Noah Weißhaupt,FC St. Pauli,Bundesliga,23 years old (20-09-2001),"1,81m",Germany,Midfielder (Left),Left Winger,right,0(3),78.0,-,-,-,-,85.7,-,-,6.09,"Jun 30, 2025",€5.00m
442,Mads Pedersen,FC Augsburg,Bundesliga,28 years old (01-09-1996),"1,78m",Denmark,"Defender (Left, Right), Midfielder (Centre, Left)",Left-Back,left,2(5),232.0,-,-,-,-,81,0.1,-,6.09,"Jun 30, 2027",€2.50m
443,Lennard Maloney,1.FSV Mainz 05,Bundesliga,25 years old (08-10-1999),"1,88m",USA,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,0(3),21.0,-,-,1,-,61.5,0.7,-,6.08,"Jun 30, 2028",€5.00m
444,Dan-Axel Zagadou,VfB Stuttgart,Bundesliga,25 years old (03-06-1999),"1,96m",France,"Defender (Centre, Left)",Centre-Back,left,0(2),27.0,-,-,1,-,100,-,-,6.07,"Jun 30, 2026",€6.00m
445,Viggo Gebel,RB Leipzig,Bundesliga,17 years old (22-11-2007),"1,75m",Germany,Midfielder,Attacking Midfield,,0(1),13.0,-,-,-,-,75,1,-,6.07,-,€350k
446,Koji Miyoshi,VfL Bochum,Bundesliga,28 years old (26-03-1997),"1,67m",Japan,"Midfielder (Centre, Left, Right)",Right Midfield,left,6(8),449.0,1,-,-,1,62.4,0.1,-,6.07,"Jun 30, 2028",€1.80m
447,Elye Wahi,Eintracht Frankfurt,Bundesliga,22 years old (02-01-2003),"1,81m",France,"Attacking Midfielder (Left), Forward",Centre-Forward,right,1(6),192.0,-,-,1,-,69.7,0.3,-,6.07,"Jun 30, 2030",€25.00m
448,Jérôme Roussillon,1.FC Union Berlin,Bundesliga,32 years old (06-01-1993),"1,75m",France,"Defender (Left), Midfielder (Left)",Left-Back,left,1(6),131.0,-,-,-,-,75,0.3,-,6.06,-,€1.20m
449,Robert Wagner,FC St. Pauli,Bundesliga,21 years old (14-07-2003),"1,81m",Germany,Midfielder (Centre),Central Midfield,right,5(5),386.0,-,-,1,-,77.3,0.4,-,6.06,"Jun 30, 2025",€3.00m
450,Scott Banks,FC St. Pauli,Bundesliga,23 years old (26-09-2001),"1,83m",Scotland,Attacking Midfielder (Right),Right Winger,left,0(11),92.0,-,-,1,-,69.2,0.1,-,6.06,-,€500k
451,Noah Pesch,Borussia Mönchengladbach,Bundesliga,19 years old (18-05-2005),183cm,Croatia,Forward,,,0(1),5.0,-,-,-,-,33.3,-,-,6.06,,
452,Mats Pannewig,VfL Bochum,Bundesliga,20 years old (28-10-2004),"1,95m",,Midfielder,Central Midfield,,1(11),135.0,-,-,1,-,75,0.3,-,6.06,"Jun 30, 2026",€600k
453,Julian Niehues,1.FC Heidenheim 1846,Bundesliga,24 years old (17-04-2001),"1,95m",Germany,Defensive Midfielder (C),Defensive Midfield,right,0(5),94.0,-,-,-,-,68.6,0.2,-,6.05,"Jun 30, 2027",€1.50m
454,Abdoulie Ceesay,FC St. Pauli,Bundesliga,21 years old (05-01-2004),"1,85m",Gambia,Forward,Centre-Forward,,0(7),55.0,-,-,1,-,57.1,-,-,6.04,-,€500k
455,Marvin Schulz,Holstein Kiel,Bundesliga,30 years old (15-01-1995),"1,86m",Germany,"Defender (Centre), Defensive Midfielder (C)",Defensive Midfield,right,3(8),287.0,-,-,3,-,80.7,0.1,-,6.04,"Jun 30, 2025",€700k
456,Gabriel Vidovic,Bayern Munich,Bundesliga,21 years old (01-12-2003),"1,80m",Croatia,Attacking Midfielder (Left),Second Striker,right,0(2),17.0,-,-,-,-,100,-,-,6.04,"Jun 30, 2026",€3.00m
457,Aliou Baldé,FC Lausanne-Sport,Bundesliga,22 years old (12-12-2002),172cm,Senegal,Forward,,,0(5),88.0,-,-,1,-,71.4,-,-,6.02,,
458,Samuel Bamba,VfL Bochum,Bundesliga,21 years old (13-02-2004),"1,79m",Germany,Forward,Right Winger,both,0(5),23.0,-,-,-,-,94.1,0.2,-,6.02,"Jun 30, 2027",€800k
459,Erik Ahlstrand,FC St. Pauli,Bundesliga,23 years old (14-10-2001),"1,84m",Sweden,Midfielder,Central Midfield,,0(5),40.0,-,-,-,-,76.9,-,-,6.02,-,€500k
460,David Preu,1.FC Union Berlin,Bundesliga,20 years old (26-10-2004),"1,72m",Germany,Forward,Left Winger,right,0(2),13.0,-,-,1,-,50,-,-,6.02,"Jun 30, 2025",€25k
461,Gabriel Vidovic,Bayern Munich,Bundesliga,21 years old (01-12-2003),"1,80m",Croatia,Attacking Midfielder (Left),Second Striker,right,0(1),3.0,-,-,-,-,100,-,-,6.02,"Jun 30, 2026",€3.00m
462,Florian Micheler,TSG 1899 Hoffenheim,Bundesliga,19 years old (17-05-2005),"1,85m",,Midfielder,Central Midfield,right,0(1),31.0,-,-,1,-,91.7,-,-,6.01,"Jun 30, 2026",€500k
463,Cole Campbell,Borussia Dortmund II,Bundesliga,19 years old (20-02-2006),170cm,USA,Forward,,,0(4),20.0,-,-,-,-,85.7,-,-,6.01,,
464,Karim Onisiwo,Salzburg,Bundesliga,33 years old (17-03-1992),188cm,Austria,"Attacking Midfielder (Centre, Left, Right), Forward",,,1(5),107.0,-,-,-,-,63.6,0.5,-,6.0,,
465,Arijon Ibrahimovic,SS Lazio,Bundesliga,19 years old (11-12-2005),176cm,Germany,Attacking Midfielder (Left),,,0(1),1.0,-,-,-,-,100,-,-,6.0,,
466,Faik Sakar,RB Leipzig,Bundesliga,17 years old (14-01-2008),177cm,Germany,Midfielder,,,0(1),1.0,-,-,-,-,-,-,-,6.0,,
